Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
GLSZM_GreyLevelVariance,GLSZM_GreyLevelVariance,0.054622314713416414,3
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.03858976239935435,2
IB_IntensitySkewness,IB_IntensitySkewness,0.03792730927116403,5
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.03547505486095824,4
Morph_Compacity,Morph_Compacity,0.03189197306269432,3
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.027529013320322086,3
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.02218154223891148,2
GLRLM_ShortRunLowGreyLevelEmphasis,GLRLM_ShortRunLowGreyLevelEmphasis,0.018565942893473845,2
GLRLM_LongRunLowGreyLevelEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.007572972999880309,2
IH_MaximumHistogramGradient_Intensity,IH_MaximumHistogramGradient_Intensity,0.006452725636274222,2
