All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Std_PR_AUC_No_SMOTE,Std_PR_AUC_SMOTE,Delta_Std_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Acc_No_SMOTE,Mean_Acc_SMOTE,Delta_Mean_Acc_SMOTE_minus_No_SMOTE,Std_Acc_No_SMOTE,Std_Acc_SMOTE,Delta_Std_Acc_SMOTE_minus_No_SMOTE,Pooled_Acc_No_SMOTE,Pooled_Acc_SMOTE,Delta_Pooled_Acc_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Std_Bal_Acc_No_SMOTE,Std_Bal_Acc_SMOTE,Delta_Std_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_Prec_No_SMOTE,Mean_Prec_SMOTE,Delta_Mean_Prec_SMOTE_minus_No_SMOTE,Std_Prec_No_SMOTE,Std_Prec_SMOTE,Delta_Std_Prec_SMOTE_minus_No_SMOTE,Pooled_Prec_No_SMOTE,Pooled_Prec_SMOTE,Delta_Pooled_Prec_SMOTE_minus_No_SMOTE,Mean_Rec_No_SMOTE,Mean_Rec_SMOTE,Delta_Mean_Rec_SMOTE_minus_No_SMOTE,Std_Rec_No_SMOTE,Std_Rec_SMOTE,Delta_Std_Rec_SMOTE_minus_No_SMOTE,Pooled_Rec_No_SMOTE,Pooled_Rec_SMOTE,Delta_Pooled_Rec_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Std_F1_No_SMOTE,Std_F1_SMOTE,Delta_Std_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Std_Specificity_No_SMOTE,Std_Specificity_SMOTE,Delta_Std_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Mean_Kappa_No_SMOTE,Mean_Kappa_SMOTE,Delta_Mean_Kappa_SMOTE_minus_No_SMOTE,Std_Kappa_No_SMOTE,Std_Kappa_SMOTE,Delta_Std_Kappa_SMOTE_minus_No_SMOTE,Pooled_Kappa_No_SMOTE,Pooled_Kappa_SMOTE,Delta_Pooled_Kappa_SMOTE_minus_No_SMOTE,Pooled_Brier_No_SMOTE,Pooled_Brier_SMOTE,Delta_Pooled_Brier_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6311111111111112,0.6398412698412699,0.0087301587301587,0.1285005193448932,0.1261234722782052,-0.0023770470666880095,0.607936507936508,0.5761904761904763,-0.031746031746031744,0.7325191932259847,0.7390204827479142,0.006501289521929521,0.1324329874488051,0.1429410066392924,0.0105080191904873,0.7001564780192127,0.6258737519820614,-0.07428272603715125,0.5823669467787115,0.5706022408963586,-0.0117647058823529,0.12025882777816,0.1100435096936148,-0.010215318084545191,0.5663716814159292,0.5575221238938053,-0.008849557522123908,0.5903968253968255,0.5748412698412698,-0.015555555555555656,0.0914554358680282,0.0823791173297775,-0.009076318538250708,0.5657142857142857,0.5557142857142857,-0.010000000000000009,0.644981684981685,0.6217782217782217,-0.023203463203463226,0.1600210977784625,0.1454084990404001,-0.014612598738062393,0.6206896551724138,0.6101694915254238,-0.010520163646990044,0.6126984126984126,0.6015873015873014,-0.011111111111111183,0.2342224717842797,0.1920175728919614,-0.04220489889231832,0.5714285714285714,0.5714285714285714,0.0,0.5904223602484471,0.5884761904761905,-0.0019461697722565896,0.1783519472618806,0.1542964135032135,-0.02405553375866712,0.5950413223140496,0.5901639344262295,-0.004877387887820106,0.5680952380952381,0.5480952380952381,-0.020000000000000018,0.1812003313758088,0.1454557307723297,-0.03574460060347909,0.56,0.54,-0.020000000000000018,0.1785139714706846,0.1489538582848441,-0.02956011318584051,0.1842763051521688,0.1641423064105194,-0.020133998741649395,0.1300864100549882,0.1105163727959697,-0.0195700372590185,0.2351574900027992,0.2499591734246108,0.014801683421811596,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6848809523809523,0.6712301587301587,-0.01365079365079358,0.1966357893692594,0.2076210802774145,0.010985290908155088,0.6473015873015873,0.6038095238095238,-0.04349206349206347,0.7795377837225589,0.776176756314696,-0.0033610274078629265,0.185497744264102,0.1915264053359328,0.006028661071830782,0.735087813891192,0.6768697712331002,-0.05821804265809183,0.6023669467787116,0.5997058823529411,-0.0026610644257705207,0.1341257991948265,0.1976421957073671,0.0635163965125406,0.584070796460177,0.5752212389380531,-0.008849557522123908,0.5932142857142857,0.6056746031746032,0.012460317460317505,0.0960498146454434,0.1698369862981559,0.07378717165271251,0.5733333333333333,0.5715873015873016,-0.0017460317460316066,0.6138278388278388,0.6801190476190475,0.06629120879120876,0.1401985492431767,0.2479872491418892,0.10778869989871248,0.6176470588235294,0.6229508196721312,0.005303760848601735,0.7023809523809523,0.6434920634920636,-0.05888888888888877,0.2526503503787106,0.2985504579017227,0.0459001075230121,0.6666666666666666,0.6031746031746031,-0.06349206349206349,0.634271911663216,0.6045661005661006,-0.029705811097115342,0.1743073602239056,0.233081002531042,0.05877364230713639,0.6412213740458015,0.6129032258064516,-0.02831814823934986,0.484047619047619,0.5678571428571428,0.08380952380952383,0.1152380952380952,0.2546506209996555,0.13941252576156032,0.48,0.54,0.06000000000000005,0.1976249425837844,0.2176280549914273,0.02000311240764288,0.2065251564710139,0.3409094332833092,0.13438427681229528,0.1481956696070568,0.1425861523869744,-0.005609517220082405,0.2357453168549599,0.2423667336383042,0.006621416783344297,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6552976190476191,0.6505357142857143,-0.004761904761904745,0.0959562785585694,0.0939979106461697,-0.0019583679123997,0.6225396825396825,0.6404761904761903,0.017936507936507806,0.7280510561154082,0.7177587911619746,-0.010292264953433605,0.082697725720785,0.084149796827678,0.0014520711068929937,0.7155194517740644,0.6972129823284124,-0.01830646944565195,0.5517927170868347,0.5888375350140056,0.03704481792717085,0.0901964764157755,0.0678280428334235,-0.022368433582351993,0.5398230088495575,0.584070796460177,0.04424778761061954,0.554404761904762,0.590515873015873,0.036111111111111094,0.0772600194615937,0.0588729495392643,-0.018387069922329406,0.5171428571428571,0.5898412698412698,0.0726984126984127,0.5888663967611336,0.6522727272727272,0.06340633051159361,0.1027270127222455,0.055690836210573,-0.04703617651167251,0.569620253164557,0.6538461538461539,0.08422590068159685,0.7585714285714287,0.5574603174603174,-0.20111111111111124,0.1865713502461679,0.1089328431810497,-0.07763850706511818,0.7142857142857143,0.5396825396825397,-0.17460317460317465,0.6419806000451163,0.5942187629814406,-0.04776183706367565,0.0875339355492306,0.0698228994802381,-0.017711036068992506,0.6338028169014085,0.591304347826087,-0.04249846907532151,0.3502380952380952,0.6235714285714286,0.2733333333333334,0.1173121115625934,0.0802292633262798,-0.037082848236313595,0.32,0.64,0.32,0.1092086496434322,0.1766926152308461,0.06748396558741389,0.1518775569299243,0.1155574295518893,-0.036320127378035,0.0354563361785947,0.1756945522272234,0.1402382160486287,0.2430343683704294,0.2472541941615477,0.004219825791118292,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5682539682539682,0.5853174603174602,0.017063492063492003,0.2191552818002393,0.2344302582461477,0.01527497644590839,0.5374603174603174,0.5336507936507937,-0.003809523809523707,0.6942666318705919,0.7200387771860866,0.025772145315494654,0.1729942567656131,0.1920613647061826,0.019067107940569483,0.6967711111164221,0.6893402447135275,-0.007430866402894587,0.5466526610644257,0.5282212885154062,-0.018431372549019498,0.179346778312492,0.1841006447980138,0.004753866485521813,0.5221238938053098,0.504424778761062,-0.017699115044247815,0.5336507936507936,0.5170634920634921,-0.016587301587301484,0.1493435708077096,0.1405658399256144,-0.008777730882095214,0.5177777777777778,0.4957142857142856,-0.022063492063492174,0.5532051282051282,0.5407908268202386,-0.012414301384889637,0.1769230769230769,0.1699644946326292,-0.006958582290447712,0.5737704918032787,0.5538461538461539,-0.019924337957124783,0.5958730158730159,0.6079365079365079,0.012063492063491998,0.2763028415834151,0.261331744484349,-0.014971097099066133,0.5555555555555556,0.5714285714285714,0.015873015873015817,0.5614333492594362,0.558818858560794,-0.002614490698642169,0.229409549492415,0.2203745772695196,-0.009034972222895399,0.5645161290322581,0.5625,-0.0020161290322581182,0.4714285714285714,0.4261904761904762,-0.045238095238095244,0.1199016982096587,0.133503293036916,0.013601594827257299,0.48,0.42,-0.06,0.0870837569268286,0.0602721057873022,-0.026811651139526396,0.2842058443880678,0.2685822563579299,-0.015623588030137858,0.0354094214353462,-0.0086069493146319,-0.0440163707499781,0.3431659568436152,0.3442209881713955,0.001055031327780287,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.595515873015873,0.595515873015873,0.0,0.1051639411706777,0.1051639411706777,0.0,0.6266666666666667,0.6196825396825396,-0.0069841269841270925,0.6857774062575588,0.6824009048595514,-0.003376501398007381,0.1087541108811791,0.1051827211015058,-0.0035713897796733063,0.7010649628516319,0.6943938148831938,-0.00667114796843804,0.6227871148459384,0.5860224089635854,-0.03676470588235303,0.0612161082227451,0.1018948770427812,0.040678768820036106,0.6283185840707964,0.5929203539823009,-0.03539823008849552,0.5611904761904761,0.5369047619047619,-0.024285714285714244,0.080212303329615,0.0871896829695264,0.0069773796399113935,0.5985714285714285,0.5771428571428572,-0.021428571428571352,0.6140917905623788,0.4800043094160742,-0.13408748114630464,0.084330686672263,0.2652877515278435,0.1809570648555805,0.6206896551724138,0.6164383561643836,-0.004251299008030229,0.8414285714285714,0.6380952380952382,-0.20333333333333325,0.153090609424215,0.3586950397193615,0.2056044302951465,0.8571428571428571,0.7142857142857143,-0.1428571428571428,0.7029128963603016,0.5464651186951327,-0.15644777766516893,0.0855919663425101,0.3021470347163815,0.2165550683738714,0.72,0.6617647058823529,-0.05823529411764705,0.2809523809523809,0.4357142857142856,0.1547619047619047,0.2842821248876057,0.3471294660687161,0.0628473411811104,0.34,0.44,0.09999999999999998,0.1222222222222221,0.0751902587519025,-0.0470319634703196,0.1596678651466657,0.1736698895515518,0.014002024404886099,0.2074148296593185,0.1575364667747163,-0.049878362884602206,0.2317927496940564,0.2339411934586335,0.0021484437645771237,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6458730158730159,0.6346031746031746,-0.011269841269841319,0.1525805983808806,0.1413006921904654,-0.01127990619041519,0.6050793650793651,0.6085714285714285,0.0034920634920634352,0.7403917358746407,0.7304986481552225,-0.009893087719418214,0.1152238472905578,0.1133730601273418,-0.0018507871632160028,0.6660621676998855,0.671973897260556,0.005911729560670542,0.5881792717086836,0.5798459383753503,-0.008333333333333304,0.1195496204371199,0.1181364072569584,-0.0014132131801615072,0.584070796460177,0.5752212389380531,-0.008849557522123908,0.584642857142857,0.5734523809523809,-0.011190476190476084,0.1113054988944939,0.11071900769358,-0.000586491200913905,0.5547619047619048,0.5468253968253968,-0.00793650793650802,0.6139695087521174,0.6075324675324676,-0.0064370412196498306,0.104554328655655,0.1091786907184707,0.00462436206281569,0.5930232558139535,0.5882352941176471,-0.004787961696306464,0.8333333333333333,0.8133333333333332,-0.020000000000000018,0.1859244503409056,0.1717592343016853,-0.014165216039220302,0.8095238095238095,0.7936507936507936,-0.015873015873015928,0.6860350877192983,0.6766739238989314,-0.009361163820366891,0.088938920874695,0.0922138722626862,0.003274951387991193,0.6845637583892618,0.6756756756756757,-0.008888082713586098,0.3359523809523809,0.3335714285714286,-0.002380952380952317,0.181669007037287,0.1752555633115688,-0.006413443725718199,0.3,0.3,0.0,0.1743161805426751,0.1530087285123315,-0.021307452030343593,0.2198418003504358,0.218881214845297,-0.0009605855051388057,0.1149808365272453,0.0981044230129696,-0.016876413514275712,0.3709676717726455,0.3646530910061694,-0.006314580766476119,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6632539682539683,0.6672619047619047,0.004007936507936405,0.200330352011401,0.210895282919682,0.010564930908280978,0.6114285714285713,0.619047619047619,0.007619047619047636,0.7670155207087617,0.7650138373418478,-0.0020016833669138645,0.179693812941732,0.1819685279426184,0.002274715000886385,0.6563953276680823,0.6543610666555628,-0.002034261012519467,0.6274649859943977,0.6149439775910365,-0.012521008403361233,0.1091988919105496,0.1523109056956104,0.0431120137850608,0.6106194690265486,0.5929203539823009,-0.017699115044247704,0.6259920634920635,0.6032142857142857,-0.022777777777777786,0.0771143147275734,0.1328251369538263,0.05571082222625291,0.6095238095238096,0.5895238095238096,-0.020000000000000018,0.6763336663336663,0.6278431372549019,-0.04849052907876439,0.1188044917961893,0.1165250417369063,-0.0022794500592829975,0.6610169491525424,0.639344262295082,-0.021672686857460377,0.6636507936507937,0.6714285714285715,0.007777777777777772,0.2427089494946097,0.3009433392252373,0.05823438973062761,0.6190476190476191,0.6190476190476191,0.0,0.6323745819397992,0.6174984332067079,-0.014876148733091288,0.1749266065554645,0.2240130791491039,0.04908647259363941,0.639344262295082,0.6290322580645161,-0.010312004230565885,0.5883333333333334,0.535,-0.053333333333333344,0.1851125783588643,0.2085931712954935,0.023480592936629213,0.6,0.56,-0.039999999999999925,0.2511408813703976,0.2113760495638705,-0.039764831806527096,0.1611422178502432,0.2679837923639169,0.10684157451367368,0.2172544080604533,0.1783117293708505,-0.0389426786896028,0.2471300554090882,0.2470797353868127,-5.032002227550736e-05,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.5214682539682539,0.5542063492063491,0.03273809523809523,0.195542107479259,0.1586129726153715,-0.03692913486388749,0.543015873015873,0.5750793650793651,0.03206349206349213,0.6501467736170354,0.6647961316598596,0.01464935804282419,0.1434764974244805,0.1314772101923844,-0.01199928723209609,0.6534322109358972,0.6672622397936354,0.013830028857738208,0.5877871148459384,0.5020168067226891,-0.08577030812324926,0.0449476108701264,0.1258859368782705,0.08093832600814409,0.5929203539823009,0.504424778761062,-0.08849557522123896,0.5430555555555555,0.5151984126984127,-0.027857142857142803,0.0607466974385032,0.1201729615610359,0.05942626412253269,0.5482539682539682,0.5019047619047619,-0.04634920634920636,0.5822619047619046,0.4452380952380952,-0.13702380952380944,0.0755107326695968,0.2408883784750807,0.16537764580548392,0.5841584158415841,0.559322033898305,-0.024836381943279084,0.9349206349206348,0.583968253968254,-0.3509523809523808,0.0861248251825431,0.3118497871500441,0.22572496196750097,0.9365079365079364,0.5238095238095238,-0.41269841269841256,0.7110085426494963,0.500202096753821,-0.21080644589567532,0.0493792760077012,0.2622693979166721,0.2128901219089709,0.7195121951219512,0.5409836065573771,-0.1785285885645741,0.1511904761904761,0.4464285714285714,0.2952380952380953,0.086635263803144,0.3208548671985337,0.23421960339538966,0.16,0.48,0.31999999999999995,0.079409271972201,0.0225722858701582,-0.056836986102042804,0.1168285183047117,0.2382755910864716,0.12144707278175988,0.1047192559421288,0.0037783375314861,-0.1009409184106427,0.2460321835778093,0.2394162533415494,-0.006615930236259893,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.541547619047619,0.5525793650793651,0.01103174603174606,0.2258206249405179,0.2048191903378749,-0.021001434602643004,0.6041269841269841,0.6436507936507936,0.03952380952380952,0.6633622700502084,0.6661519091233143,0.0027896390731059206,0.1552135242853602,0.1557129470838423,0.0004994227984821131,0.6750880243022447,0.706179887930199,0.031091863627954353,0.6177871148459383,0.5217226890756302,-0.09606442577030805,0.0797060903079307,0.2194744028075894,0.1397683124996587,0.6194690265486725,0.5309734513274337,-0.08849557522123885,0.5821428571428571,0.5461507936507937,-0.03599206349206341,0.0710705312219014,0.202868522546405,0.1317979913245036,0.5782539682539682,0.536031746031746,-0.04222222222222227,0.6073389355742297,0.457469654528478,-0.1498692810457517,0.111370858189601,0.3043399570749343,0.19296909888533326,0.6020408163265306,0.5961538461538461,-0.005886970172684469,0.938095238095238,0.5315873015873016,-0.4065079365079364,0.0761904761904762,0.353922126683413,0.2777316504929368,0.9365079365079364,0.492063492063492,-0.4444444444444444,0.7274638115185583,0.4849206349206348,-0.24254317659792352,0.0670889010291188,0.3155737594953607,0.2484848584662419,0.7329192546583851,0.5391304347826087,-0.19378881987577645,0.2261904761904762,0.5607142857142857,0.33452380952380956,0.2067456509151658,0.2965791356003813,0.08983348468521549,0.22,0.58,0.36,0.162037037037037,0.0863275613275613,-0.07570947570947571,0.1456973204649699,0.4024206025649635,0.2567232820999936,0.1686911890504704,0.0704640695328263,-0.0982271195176441,0.2320891019138118,0.2291551015098373,-0.002934000403974485,12.8,12.8,0.0,43,43,0
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6105555555555556,0.6041269841269841,-0.006428571428571561,0.2161368602372987,0.1952381920247534,-0.020898668212545296,0.593015873015873,0.5755555555555556,-0.0174603174603174,0.7144905873746715,0.716238625569607,0.0017480381949355195,0.1708200264916123,0.165168857464054,-0.0056511690275583,0.6866488823396344,0.6740175482883479,-0.01263133405128647,0.6202240896358543,0.5927030812324929,-0.027521008403361358,0.1485660218986568,0.1902161080693967,0.0416500861707399,0.6017699115044248,0.5663716814159292,-0.03539823008849563,0.6227380952380953,0.5899603174603174,-0.032777777777777906,0.1050124469220977,0.1539101305771672,0.04889768365506951,0.5974603174603175,0.5657142857142857,-0.031746031746031744,0.6491666666666667,0.6028263403263403,-0.046340326340326365,0.135615879109589,0.1795566136548189,0.0439407345452299,0.6451612903225806,0.6206896551724138,-0.024471635150166815,0.6723809523809525,0.6101587301587301,-0.0622222222222224,0.2492105954546742,0.2909028006145554,0.04169220515988123,0.6349206349206349,0.5714285714285714,-0.06349206349206349,0.6315165692007797,0.586231884057971,-0.0452846851428087,0.1950330584431214,0.2452343503232161,0.0502012918800947,0.64,0.5950413223140496,-0.04495867768595041,0.5730952380952381,0.5697619047619048,-0.0033333333333332993,0.1457827414673992,0.1260772178175252,-0.01970552364987399,0.56,0.56,0.0,0.2546978284873021,0.198000886839905,-0.05669694164739711,0.2191107172610146,0.3086587379603617,0.08954802069934709,0.1945192460003167,0.1300864100549882,-0.0644328359453285,0.3112081637891843,0.3162483115169481,0.0050401477277637885,12.8,12.8,0.0,43,43,0
