All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,LogisticRegression,0.7332936507936507,0.0384610413364,0.7177777777777777,0.7669961015564193,0.0928752653331268,0.770329419883927,0.6829411764705882,0.1002315657964441,0.672566371681416,0.6845238095238095,0.0910708666165184,0.6712698412698412,0.7202350427350426,0.0448605806092598,0.7166666666666667,0.7195238095238096,0.1778100877668795,0.6825396825396826,0.7063011063011062,0.1054527490371561,0.6991869918699187,0.6495238095238095,0.0933551966618043,0.66,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,LogisticRegression,0.7302777777777778,0.0533274278665508,0.7073015873015873,0.7649706199574083,0.101516652006741,0.768183732617542,0.6579411764705883,0.0958823529411764,0.6460176991150443,0.6630952380952381,0.0837758470097561,0.6412698412698412,0.6935683760683761,0.0878287890957424,0.6825396825396826,0.7195238095238096,0.1778100877668795,0.6825396825396826,0.6888465608465608,0.1077349835688635,0.6825396825396826,0.6066666666666667,0.1025237099948646,0.6,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,SVM_Linear,0.7298015873015873,0.0623713591718855,0.7133333333333334,0.7668435764244219,0.1188825868405156,0.7501133171883769,0.6691316526610646,0.1049978002175013,0.6548672566371682,0.6690476190476191,0.0960779765410141,0.6492063492063491,0.6933044733044732,0.0752766484254946,0.6875,0.7371428571428571,0.1794805078789638,0.6984126984126984,0.7013982849844919,0.1119287008124687,0.6929133858267716,0.6009523809523809,0.0819628808193047,0.6,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,SVM_Linear,0.7261507936507937,0.0590646843406107,0.6909523809523809,0.7692001047907542,0.1150219929559327,0.7351133631082334,0.6363725490196078,0.1128696669040701,0.6194690265486725,0.6372222222222222,0.1056171201297397,0.603015873015873,0.6593766467450678,0.1174112366985001,0.6351351351351351,0.783968253968254,0.1597336533423001,0.746031746031746,0.6998737984808765,0.0981439005205553,0.6861313868613139,0.4904761904761905,0.1515976893307772,0.46,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,ExtraTrees,0.7230952380952381,0.0567513872486702,0.6957142857142858,0.7535441103285793,0.1326304940223546,0.7217237807359442,0.7194677871148459,0.0749641274022347,0.7079646017699115,0.7261111111111113,0.0592641957505472,0.7071428571428571,0.7771428571428572,0.1317387643816971,0.75,0.756984126984127,0.1915343623023158,0.7142857142857143,0.7343998324724278,0.1026786981164076,0.7317073170731707,0.6952380952380952,0.1727790719669213,0.7,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,ExtraTrees,0.7175396825396826,0.0800047239723925,0.6790476190476191,0.7454164653782441,0.123780839533938,0.7162189892034625,0.6934173669467787,0.0861058685003343,0.6814159292035398,0.6916666666666667,0.0610770880346438,0.6833333333333333,0.7377777777777779,0.0788340967780744,0.7368421052631579,0.6947619047619048,0.161180765301101,0.6666666666666666,0.7020492279112969,0.1111681079525146,0.7,0.6885714285714286,0.107342670823824,0.7,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,SVM_RBF,0.7114682539682539,0.0876416896210769,0.72,0.7519335547080478,0.1277096120801682,0.7633325231499415,0.6862745098039216,0.0957954014494937,0.672566371681416,0.7046031746031747,0.0605845174038316,0.6733333333333333,0.7447863247863248,0.0961978626697803,0.7241379310344828,0.7149206349206348,0.2228598561766719,0.6666666666666666,0.694,0.1424004284761051,0.6942148760330579,0.6942857142857142,0.1213174094357423,0.68,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,SVM_RBF,0.7100396825396825,0.0747937030075005,0.6907936507936507,0.7377172352545176,0.122552248726753,0.7273113930866273,0.6730392156862746,0.1164522663346949,0.6548672566371682,0.6853968253968253,0.0930114712648288,0.6450793650793651,0.6986425339366515,0.121782183706063,0.6764705882352942,0.7760317460317461,0.198925306082079,0.7301587301587301,0.711679582097005,0.1260126784942121,0.7022900763358778,0.5947619047619047,0.1454557307723297,0.56,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,KNN,0.7091865079365081,0.0623591761942951,0.6611111111111111,0.7506823088809673,0.1260919435253829,0.720620642677747,0.6540336134453782,0.1255239284769847,0.6371681415929203,0.6721031746031746,0.10127848646982,0.6353968253968254,0.6941391941391941,0.1323430601075916,0.6833333333333333,0.6925396825396826,0.2103504616216935,0.6507936507936508,0.6664795321637427,0.1588265439762534,0.6666666666666666,0.6516666666666666,0.1426339526355644,0.62,9.6,9.6,5.4258639865002145,4,6.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,42,2,1.1428571428571428
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,ExtraTrees,0.7053571428571429,0.1386905613461145,0.7107936507936508,0.7925560627732601,0.1313062070313368,0.7924662191385508,0.6986134453781512,0.1282549549096398,0.6814159292035398,0.6936111111111112,0.1233838837386792,0.6895238095238095,0.7541125541125541,0.1329672391403825,0.7647058823529411,0.6426984126984127,0.2077973604459749,0.6190476190476191,0.6840349666436623,0.171359217064166,0.6842105263157895,0.7445238095238095,0.133187845795229,0.76,12.0,12.0,5.796550698475776,4,16.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,40,3,1.5
