All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Rows_After_Merge,N_Features_Total,Label_Counts,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Avg_Features,N_Unique_Selected_Features,Run_Name,Run_Dir,Final_Status,Result_Error
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,113,725,"{""0"": 50, ""1"": 63}",elasticnet_then_mrmr,auto,False,ExtraTrees,0.7053571428571429,0.1386905613461145,0.7107936507936508,0.7925560627732601,0.7924662191385508,0.6936111111111112,0.6895238095238095,0.6840349666436623,0.6842105263157895,12.0,40,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,success,
