All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Dataset_A_Path,Dataset_B_Path,Dataset_C_Path,Dataset_D_Path,Dataset_E_Path,All5_Input_File,Merge_Keys,Merge_Key_Mode,Merge_How,Rows_A,Rows_B,Rows_C,Rows_D,Rows_E,Rows_After_Merge,N_Features_A,N_Features_B,N_Features_C,N_Features_D,N_Features_E,N_Features_Total,Label_Counts,Status,Error,Result_Source,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Mean_Specificity,Pooled_Specificity,Avg_Features,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Composite_Rank_Score,Run_Name,Run_Dir,Run_Status,Final_Status,Result_Error
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Pre_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post1_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post2_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/ADC_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/T2_M1.csv,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/All/output/all_5_concat_datasets/Pre_Post1_Post2_ADC_T2_M1_all5.csv,INFO_NameOfRoi,unique_key,inner,117,116,117,114,117,113,145,145,145,145,145,725,"{""0"": 50, ""1"": 63}",dataset_created,,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/_comparison_summary/fs_method_composite_ranking.csv,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,ExtraTrees,0.7053571428571429,0.1386905613461145,0.7107936507936508,0.7925560627732601,0.7924662191385508,0.6936111111111112,0.6895238095238095,0.6840349666436623,0.6842105263157895,0.7445238095238095,0.76,12.0,40,3,1.5,2.2222222222222223,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,completed,success,
