fold,n_estimators,max_depth,learning_rate,subsample
1,25,2,0.01087617173758401,0.9671234690326227
2,100,1,0.07772235382026987,0.8730704498200098
3,25,1,0.046854260167712165,0.9477558265315142
4,100,1,0.06549750379683224,0.7822221241125097
5,100,1,0.03970483329496214,0.8811413617128561
