fold,n_estimators,max_depth,learning_rate,subsample
1,25,1,0.046854260167712165,0.9477558265315142
2,75,1,0.026577711982616582,0.9534328396959711
3,50,3,0.06571271013022326,0.8008335850362696
4,50,3,0.06571271013022326,0.8008335850362696
5,50,3,0.06571271013022326,0.8008335850362696
