metric,mean,std,min,max,pooled
AUC,0.7087696408529742,0.14137697593075144,0.5252525252525253,0.9166666666666666,0.6795857988165681
PR_AUC,0.7877406981105557,0.057972265919106605,0.6821391917648603,0.8392601552405475,0.7358545448115599
Accuracy,0.5901562356401066,0.0898574649230303,0.45,0.6923076923076923,0.5897435897435898
Bal_Accuracy,0.5854545454545454,0.12054209410779565,0.4494949494949495,0.7777777777777778,0.573076923076923
F1_Score,0.6421611721611721,0.09725977637863634,0.47619047619047616,0.75,0.6619718309859155
Precision,0.5869047619047618,0.072178601862972,0.5,0.6666666666666666,0.6103896103896104
Recall,0.7464646464646465,0.2101499463454245,0.45454545454545453,1.0,0.7230769230769231
