N_samples,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV,Accuracy,Balanced_Accuracy,F1_score,Cohen_Kappa,Pooled_AUC,Pooled_PR_AUC,Threshold
113,47,34,16,16,0.746031746031746,0.68,0.746031746031746,0.68,0.7168141592920354,0.7130158730158731,0.746031746031746,0.426031746031746,0.7987301587301587,0.8316093387127443,0.5
