Metric,Value
ROC-AUC,0.7841269841269841
PR-AUC,0.790044305294159
Balanced Acc.,0.7488888888888889
Sensitivity,0.7777777777777778
Specificity,0.72
PPV,0.7777777777777778
NPV,0.72
Kappa,0.49777777777777776
