Pair_Tag,Dataset_A,Dataset_B,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Std_PR_AUC_No_SMOTE,Std_PR_AUC_SMOTE,Delta_Std_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Acc_No_SMOTE,Mean_Acc_SMOTE,Delta_Mean_Acc_SMOTE_minus_No_SMOTE,Std_Acc_No_SMOTE,Std_Acc_SMOTE,Delta_Std_Acc_SMOTE_minus_No_SMOTE,Pooled_Acc_No_SMOTE,Pooled_Acc_SMOTE,Delta_Pooled_Acc_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Std_Bal_Acc_No_SMOTE,Std_Bal_Acc_SMOTE,Delta_Std_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_Prec_No_SMOTE,Mean_Prec_SMOTE,Delta_Mean_Prec_SMOTE_minus_No_SMOTE,Std_Prec_No_SMOTE,Std_Prec_SMOTE,Delta_Std_Prec_SMOTE_minus_No_SMOTE,Pooled_Prec_No_SMOTE,Pooled_Prec_SMOTE,Delta_Pooled_Prec_SMOTE_minus_No_SMOTE,Mean_Rec_No_SMOTE,Mean_Rec_SMOTE,Delta_Mean_Rec_SMOTE_minus_No_SMOTE,Std_Rec_No_SMOTE,Std_Rec_SMOTE,Delta_Std_Rec_SMOTE_minus_No_SMOTE,Pooled_Rec_No_SMOTE,Pooled_Rec_SMOTE,Delta_Pooled_Rec_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Std_F1_No_SMOTE,Std_F1_SMOTE,Delta_Std_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Std_Specificity_No_SMOTE,Std_Specificity_SMOTE,Delta_Std_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Mean_Kappa_No_SMOTE,Mean_Kappa_SMOTE,Delta_Mean_Kappa_SMOTE_minus_No_SMOTE,Std_Kappa_No_SMOTE,Std_Kappa_SMOTE,Delta_Std_Kappa_SMOTE_minus_No_SMOTE,Pooled_Kappa_No_SMOTE,Pooled_Kappa_SMOTE,Delta_Pooled_Kappa_SMOTE_minus_No_SMOTE,Pooled_Brier_No_SMOTE,Pooled_Brier_SMOTE,Delta_Pooled_Brier_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7030555555555555,0.7,-0.003055555555555589,0.1104997067199057,0.102063306919282,-0.00843639980062369,0.6723809523809523,0.6473015873015873,-0.025079365079365035,0.7886214247278505,0.7723826015581875,-0.016238823169662964,0.1323030573791765,0.1233710860446077,-0.0089319713345688,0.7062081388169663,0.7187833574045821,0.012575218587615788,0.6388935574229693,0.596750700280112,-0.04214285714285726,0.0944636663255404,0.1176974481924672,0.023233781866926803,0.6283185840707964,0.584070796460177,-0.04424778761061943,0.6492063492063492,0.6050000000000001,-0.04420634920634914,0.0905370861623759,0.1108277566098519,0.02029067044747601,0.6398412698412699,0.5877777777777777,-0.052063492063492145,0.7641636141636141,0.6725396825396825,-0.09162393162393156,0.192472902269616,0.1602369749247376,-0.0322359273448784,0.723404255319149,0.6481481481481481,-0.07525610717100084,0.5650793650793651,0.5785714285714285,0.013492063492063444,0.1610465896293433,0.1311422385126022,-0.029904351116741085,0.5396825396825397,0.5555555555555556,0.015873015873015928,0.6209285840864789,0.6083268583268584,-0.012601725759620486,0.1275751707244158,0.127555182151031,-1.998857338478266e-05,0.6181818181818182,0.5982905982905983,-0.01989121989121989,0.7333333333333333,0.6314285714285715,-0.10190476190476183,0.2068278940998476,0.172650407660411,-0.03417748643943658,0.74,0.62,-0.12,0.2824295587453482,0.2027636331984157,-0.0796659255469325,0.1813389842803987,0.2209736944782987,0.03963471019789999,0.2707437000614628,0.1723546828736168,-0.09838901718784601,0.2347821774747212,0.2338854281989036,-0.0008967492758175932,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7464285714285714,0.7560714285714286,0.009642857142857175,0.0899350287587278,0.1008156456441734,0.010880616885445601,0.7136507936507936,0.7101587301587302,-0.0034920634920634352,0.8150825095924855,0.8081017430595787,-0.006980766532906801,0.0785047290780118,0.0951527436052962,0.0166480145272844,0.7867026525209935,0.7837278463386337,-0.0029748061823597904,0.682843137254902,0.7212745098039216,0.03843137254901963,0.1306131107438798,0.1293521847401102,-0.0012609260037695913,0.672566371681416,0.7079646017699115,0.03539823008849552,0.6938492063492063,0.7239682539682539,0.0301190476190476,0.1085370780153345,0.0998160944361719,-0.008720983579162608,0.6733333333333333,0.7050793650793651,0.031746031746031744,0.7284615384615385,0.7497863247863248,0.021324786324786293,0.1274139691188812,0.0990751621577925,-0.028338806961088703,0.7241379310344828,0.7419354838709677,0.017797552836484987,0.7026984126984127,0.7712698412698413,0.06857142857142862,0.1973569371595504,0.2255155064251592,0.02815856926560878,0.6666666666666666,0.7301587301587301,0.06349206349206349,0.6953057429899536,0.7356581196581197,0.040352376668166046,0.1531695913772409,0.1528350286610633,-0.0003345627161775999,0.6942148760330579,0.736,0.04178512396694212,0.685,0.6766666666666667,-0.008333333333333304,0.1211518789692416,0.1466666666666666,0.025514787697425018,0.68,0.68,0.0,0.3771385371385372,0.4457947900053163,0.06865625286677912,0.2236066898711237,0.2094736444076006,-0.014133045463523092,0.3431264728986646,0.4093141137335656,0.06618764083490097,0.2138609408227637,0.2172798389107991,0.003418898088035416,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7003769841269841,0.6546428571428572,-0.04573412698412693,0.0688066059138563,0.0965736057381666,0.0277669998243103,0.6653968253968254,0.6376190476190476,-0.02777777777777779,0.7280010386669009,0.705575679328425,-0.022425359338475892,0.1073384475039483,0.1319522930746046,0.024613845570656295,0.6896477252068877,0.6676481672682815,-0.021999557938606196,0.6271288515406162,0.5897478991596639,-0.03738095238095229,0.0611469516617637,0.0848463337124917,0.023699382050728003,0.6194690265486725,0.584070796460177,-0.03539823008849552,0.6091666666666666,0.5761507936507936,-0.033015873015873054,0.0691297176577604,0.0893650793650793,0.020235361707318905,0.6009523809523809,0.5795238095238096,-0.021428571428571352,0.6519047619047619,0.6441391941391942,-0.007765567765567694,0.0917998414179117,0.1540178703295336,0.0622180289116219,0.631578947368421,0.6290322580645161,-0.002546689303904892,0.7738095238095238,0.6073015873015873,-0.1665079365079365,0.13435924288133,0.0764387489308952,-0.057920493950434804,0.7619047619047619,0.6190476190476191,-0.1428571428571428,0.6922396495840673,0.617714772865668,-0.07452487671839925,0.0485773385811686,0.0976447022785088,0.0490673636973402,0.6906474820143885,0.624,-0.06664748201438853,0.4445238095238095,0.545,0.10047619047619055,0.2059841704064899,0.1872016144279863,-0.01878255597850359,0.44,0.54,0.10000000000000003,0.2144737476132825,0.1474527963327563,-0.06702095128052621,0.1386235020325708,0.1747982057963269,0.036174703763756116,0.2074702332409068,0.1587201013781086,-0.048750131862798196,0.2264607786428363,0.2419627176145773,0.015501938971740986,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7508730158730159,0.7048015873015874,-0.04607142857142854,0.0704699339422219,0.0591706986585675,-0.011299235283654396,0.7077777777777777,0.6663492063492064,-0.04142857142857137,0.7946912442740472,0.7804193946787455,-0.0142718495953017,0.0859138529996346,0.0761662050555117,-0.009747647944122903,0.7764938984004873,0.728237399051415,-0.04825649934907228,0.6613725490196078,0.6573249299719888,-0.004047619047619078,0.1058239671994635,0.0962962879470537,-0.009527679252409813,0.6460176991150443,0.6460176991150443,0.0,0.6425,0.6532936507936508,0.0107936507936508,0.1142481199189459,0.105156903248581,-0.009091216670364902,0.6495238095238096,0.6453968253968254,-0.004126984126984201,0.7208229352346999,0.7111904761904763,-0.009632459044223607,0.1080974644974548,0.1275257299190371,0.019428265421582297,0.7090909090909091,0.6949152542372882,-0.014175654853620934,0.6414285714285715,0.6739682539682541,0.032539682539682646,0.1637018225985778,0.138529148625466,-0.025172673973111792,0.6190476190476191,0.6507936507936508,0.031746031746031744,0.6671636396494082,0.6790877967348555,0.011924157085447362,0.1208426983676235,0.1052156962608118,-0.0156270021068117,0.6610169491525424,0.6721311475409836,0.011114198388441188,0.6435714285714286,0.6326190476190476,-0.010952380952380936,0.2530579419727127,0.1910550727312063,-0.062002869241506386,0.68,0.64,-0.040000000000000036,0.2815257248689854,0.2973550825665334,0.015829357697548008,0.228642302583676,0.2120818983233759,-0.016560404260300088,0.2941911305434103,0.2884130982367758,-0.005778032306634484,0.2172070244533553,0.2392021084508122,0.021995083997456893,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7278968253968253,0.751825396825397,0.023928571428571632,0.0898675574306925,0.0722264083908027,-0.017641149039889795,0.7136507936507936,0.7371428571428571,0.023492063492063453,0.8096470884121276,0.8291466732499477,0.019499584837820105,0.0965012657406868,0.0788656896141951,-0.017635576126491706,0.7818099757370383,0.795379789369111,0.01356981363207277,0.6400840336134453,0.6793697478991596,0.03928571428571426,0.0904056645107541,0.0652782715487218,-0.0251273929620323,0.6283185840707964,0.672566371681416,0.04424778761061954,0.6339682539682541,0.6705555555555556,0.0365873015873015,0.0904610820022449,0.0792143012199353,-0.01124678078230959,0.6336507936507937,0.6753968253968254,0.04174603174603175,0.701001221001221,0.7339682539682539,0.03296703296703296,0.1394397165327413,0.1078318820647193,-0.031607834468021984,0.6981132075471698,0.7321428571428571,0.03402964959568733,0.6093650793650793,0.6682539682539682,0.05888888888888888,0.1996333247448993,0.1621380205791015,-0.0374953041657978,0.5873015873015873,0.6507936507936508,0.06349206349206349,0.6314902198023795,0.6849075237459992,0.053417303943619654,0.150086276792448,0.1047304247434564,-0.04535585204899159,0.6379310344827587,0.6890756302521008,0.05114459576934216,0.6585714285714286,0.6728571428571428,0.014285714285714235,0.1858705081635832,0.1868560749447664,0.0009855667811831947,0.68,0.7,0.019999999999999907,0.2600845410628019,0.3314412238325281,0.07135668276972623,0.1825443839158909,0.1578335821522654,-0.0247108017636255,0.2618973561430794,0.3457987795337193,0.08390142339063988,0.2136342579409273,0.2070485365785448,-0.006585721362382502,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,NaiveBayes,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6199206349206349,0.6251587301587302,0.005238095238095375,0.0975223420855206,0.1023223654198072,0.004800023334286599,0.5326984126984127,0.5498412698412698,0.017142857142857126,0.7244389926778123,0.7237839467242626,-0.0006550459535497044,0.0832970449161941,0.0941711807018719,0.010874135785677808,0.6082234791811736,0.6137279262874451,0.005504447106271515,0.5978011204481792,0.5826050420168067,-0.015196078431372495,0.1265398651967561,0.0815124438089793,-0.04502742138777681,0.584070796460177,0.5752212389380531,-0.008849557522123908,0.5805158730158729,0.5666269841269841,-0.01388888888888884,0.1234794389025785,0.074839881149903,-0.04863955775267549,0.5526984126984127,0.5468253968253968,-0.005873015873015919,0.635248447204969,0.6321782717663724,-0.0030701754385965563,0.1565201986515931,0.1398404301605631,-0.016679768491030006,0.5909090909090909,0.5882352941176471,-0.002673796791443861,0.8317460317460318,0.7873015873015874,-0.0444444444444444,0.0948935566833975,0.1473200590498045,0.052426502366407,0.8253968253968254,0.7936507936507936,-0.031746031746031744,0.7001166098368394,0.6727763188817477,-0.027340290955091717,0.0786364964936718,0.0457095098297635,-0.032926986663908295,0.6887417218543046,0.6756756756756757,-0.013066046178628943,0.3292857142857143,0.3459523809523809,0.016666666666666607,0.2854717224321701,0.2778211304038377,-0.007650592028332404,0.28,0.3,0.019999999999999962,0.1587271747086869,0.1300924104581591,-0.0286347642505278,0.24559837573104,0.1466396318766681,-0.0989587438543719,0.1111297071129707,0.0981044230129696,-0.013025284100001103,0.3880130887840446,0.3756664502063914,-0.012346638577653224,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,RandomForest,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7560714285714286,0.7210714285714286,-0.03500000000000003,0.0808259984516069,0.079715140677999,-0.0011108577736079067,0.7092063492063492,0.7095238095238094,0.0003174603174602719,0.8082862392605147,0.7682694447757121,-0.040016794484802554,0.1054069457998935,0.128768691494563,0.023361745694669492,0.7380549471879504,0.7301874837698947,-0.007867463418055665,0.6708963585434173,0.6463725490196077,-0.024523809523809614,0.1205792199690101,0.1158106675856917,-0.0047685523833184,0.6548672566371682,0.6283185840707964,-0.026548672566371723,0.6705158730158729,0.6533730158730159,-0.017142857142857015,0.1161656177328742,0.0955785910640603,-0.0205870266688139,0.6533333333333333,0.6274603174603175,-0.025873015873015826,0.7175,0.704047619047619,-0.013452380952380993,0.1026861453383291,0.140071248472076,0.037385103133746905,0.7,0.6779661016949152,-0.02203389830508473,0.7093650793650793,0.6693650793650794,-0.039999999999999925,0.1948857318422427,0.1706741187904391,-0.02421161305180361,0.6666666666666666,0.6349206349206349,-0.031746031746031744,0.693780447634403,0.6646179702650291,-0.02916247736937394,0.1314308184874324,0.1362865298763524,0.004855711388919992,0.6829268292682927,0.6557377049180327,-0.027189124350259997,0.6316666666666667,0.6373809523809524,0.005714285714285672,0.1919490673185062,0.172223026843267,-0.01972604047523918,0.64,0.62,-0.020000000000000018,0.3338949384956644,0.2992828780414987,-0.03461206045416565,0.2302012686918015,0.1956808516517975,-0.034520417040004,0.3047799337434926,0.2528337531486145,-0.0519461805948781,0.2160375009968935,0.2178956632018479,0.0018581622049543833,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,SVM_Linear,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.691111111111111,0.6757539682539683,-0.015357142857142736,0.1726748860608863,0.1779562773096606,0.005281391248774303,0.7160317460317461,0.7104761904761906,-0.005555555555555536,0.7634908412364613,0.7570237633165915,-0.006467077919869779,0.1216389466815956,0.1197725534567631,-0.0018663932248324938,0.739148684689144,0.7461714039121474,0.00702271922300346,0.6847478991596638,0.647703081232493,-0.03704481792717085,0.0694991570988361,0.1494484152926827,0.07994925819384661,0.6814159292035398,0.6283185840707964,-0.053097345132743334,0.6462301587301588,0.6599206349206349,0.013690476190476142,0.0981723896530946,0.094953277818651,-0.003219111834443608,0.6482539682539683,0.641904761904762,-0.006349206349206327,0.6597478991596639,0.5805555555555555,-0.07919234360410843,0.0868317339320949,0.2959359817869408,0.2091042478548459,0.6483516483516484,0.7333333333333333,0.0849816849816849,0.9269841269841268,0.5793650793650793,-0.3476190476190475,0.0928808815131923,0.3125412545205415,0.2196603730073492,0.9365079365079364,0.5238095238095238,-0.41269841269841256,0.7627407348957099,0.5776556776556776,-0.18508505724003232,0.0563717829107206,0.3014009795542312,0.24502919664351058,0.7662337662337663,0.6111111111111112,-0.1551226551226551,0.3654761904761904,0.7404761904761905,0.3750000000000001,0.2261779445150079,0.1629517964977968,-0.06322614801721108,0.36,0.76,0.4,0.2898908109434425,0.3215219421101774,0.03163113116673494,0.195664262408807,0.1896340843821021,-0.0060301780267048855,0.314690026954178,0.2736455463728191,-0.0410444805813589,0.2164501627105772,0.213412433472702,-0.0030377292378752085,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,SVM_RBF,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7262698412698413,0.744920634920635,0.018650793650793696,0.0679952646076938,0.0614243671913488,-0.006570897416344999,0.679047619047619,0.7034920634920635,0.02444444444444449,0.8008974196638947,0.80868394239635,0.007786522732455281,0.0887633666740916,0.0872317100907164,-0.0015316565833752016,0.7208064580877569,0.7435005163646884,0.022694058276931495,0.6572268907563025,0.6793697478991596,0.02214285714285713,0.0856839051082443,0.0535944385874111,-0.03208946652083319,0.6460176991150443,0.672566371681416,0.026548672566371723,0.6555555555555554,0.6814285714285714,0.025873015873015937,0.0735209412221166,0.0570355032138592,-0.016485438008257393,0.6268253968253968,0.6671428571428571,0.04031746031746031,0.6748482726423902,0.7142094017094017,0.0393611290670115,0.1125015516871991,0.0819647090467047,-0.030536842640494388,0.6493506493506493,0.703125,0.053774350649350655,0.8182539682539682,0.7395238095238096,-0.07873015873015865,0.1329074832090748,0.1111818369008128,-0.021725646308262,0.7936507936507936,0.7142857142857143,-0.0793650793650793,0.7228665733998456,0.7151975002297583,-0.007669073170087359,0.0632903754091081,0.0447679043125843,-0.0185224710965238,0.7142857142857143,0.7086614173228346,-0.0056242969628796935,0.4928571428571429,0.6233333333333333,0.1304761904761904,0.1696334583862559,0.104136662345422,-0.0654967960408339,0.46,0.62,0.15999999999999998,0.3043453788134639,0.3494821903242956,0.04513681151083171,0.1524949112836007,0.1199536594316254,-0.0325412518519753,0.2611964694344557,0.3349769365357086,0.07378046710125291,0.2223563291791219,0.2170314188334798,-0.005324910345642114,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,XGBoost,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7165873015873017,0.7167460317460318,0.00015873015873013596,0.0573059840902086,0.0797594961335764,0.022453512043367797,0.6936507936507936,0.7038095238095239,0.010158730158730256,0.758656718509536,0.7554528150314184,-0.003203903478117609,0.1014744616257119,0.1104229180221523,0.008948456396440402,0.7246747253624362,0.7608391406693422,0.03616441530690606,0.6395098039215685,0.6549859943977591,0.015476190476190532,0.0754657459768341,0.0672124079871321,-0.008253337989702,0.6283185840707964,0.6460176991150443,0.017699115044247815,0.6171825396825398,0.6423809523809523,0.025198412698412498,0.089568652227379,0.0624726697614258,-0.027095982465953204,0.613015873015873,0.6392063492063491,0.026190476190476097,0.6699456975772765,0.6835897435897437,0.01364404601246716,0.1027733531381433,0.0794350532142986,-0.023338299923844702,0.6438356164383562,0.676923076923077,0.033087460484720776,0.7579365079365079,0.7147619047619048,-0.04317460317460309,0.1842227446660845,0.1242702051991013,-0.05995253946698319,0.746031746031746,0.6984126984126984,-0.04761904761904767,0.6898729651011599,0.6893055028462998,-0.0005674622548601516,0.0719890456504179,0.074442351188937,0.0024533055385190933,0.6911764705882353,0.6875,-0.003676470588235281,0.4764285714285714,0.5700000000000001,0.09357142857142864,0.2392950720747804,0.143913554299486,-0.09538151777529441,0.48,0.58,0.09999999999999998,0.2293303208706052,0.2821972171808832,0.052866896310277994,0.1684243364746902,0.1244835943320909,-0.04394074214259931,0.2307941653160453,0.2795664647752629,0.04877229945921763,0.2440584689341011,0.2356938231346802,-0.008364645799420894,9.2,9.2,0.0,29,29,0
