Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6793,+0.1545,7.01e-04,3.15e-02,✓,✓
XGBoost,0.6996,+0.1342,1.02e-03,4.58e-02,✓,✓
RandomForest,0.7275,+0.1063,4.16e-02,1.00e+00,✓,✗
GradientBoosting,0.7421,+0.0916,8.42e-03,3.79e-01,✓,✗
KNN,0.7850,+0.0487,8.64e-02,1.00e+00,✗,✗
ExtraTrees,0.7874,+0.0464,2.82e-01,1.00e+00,✗,✗
NaiveBayes,0.7887,+0.0450,7.70e-03,3.46e-01,✓,✗
SVM_RBF,0.8268,+0.0069,7.01e-01,1.00e+00,✗,✗
LogisticRegression,0.8278,+0.0059,5.94e-02,1.00e+00,✗,✗
