Pair_Tag,Dataset_A,Dataset_B,Experiment_ID,FS_METHOD,Best_Model_No_SMOTE,Best_Model_SMOTE,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Std_PR_AUC_No_SMOTE,Std_PR_AUC_SMOTE,Delta_Std_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Acc_No_SMOTE,Mean_Acc_SMOTE,Delta_Mean_Acc_SMOTE_minus_No_SMOTE,Std_Acc_No_SMOTE,Std_Acc_SMOTE,Delta_Std_Acc_SMOTE_minus_No_SMOTE,Pooled_Acc_No_SMOTE,Pooled_Acc_SMOTE,Delta_Pooled_Acc_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Std_Bal_Acc_No_SMOTE,Std_Bal_Acc_SMOTE,Delta_Std_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_Prec_No_SMOTE,Mean_Prec_SMOTE,Delta_Mean_Prec_SMOTE_minus_No_SMOTE,Std_Prec_No_SMOTE,Std_Prec_SMOTE,Delta_Std_Prec_SMOTE_minus_No_SMOTE,Pooled_Prec_No_SMOTE,Pooled_Prec_SMOTE,Delta_Pooled_Prec_SMOTE_minus_No_SMOTE,Mean_Rec_No_SMOTE,Mean_Rec_SMOTE,Delta_Mean_Rec_SMOTE_minus_No_SMOTE,Std_Rec_No_SMOTE,Std_Rec_SMOTE,Delta_Std_Rec_SMOTE_minus_No_SMOTE,Pooled_Rec_No_SMOTE,Pooled_Rec_SMOTE,Delta_Pooled_Rec_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Std_F1_No_SMOTE,Std_F1_SMOTE,Delta_Std_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Std_Specificity_No_SMOTE,Std_Specificity_SMOTE,Delta_Std_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Mean_Kappa_No_SMOTE,Mean_Kappa_SMOTE,Delta_Mean_Kappa_SMOTE_minus_No_SMOTE,Std_Kappa_No_SMOTE,Std_Kappa_SMOTE,Delta_Std_Kappa_SMOTE_minus_No_SMOTE,Pooled_Kappa_No_SMOTE,Pooled_Kappa_SMOTE,Delta_Pooled_Kappa_SMOTE_minus_No_SMOTE,Pooled_Brier_No_SMOTE,Pooled_Brier_SMOTE,Delta_Pooled_Brier_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1,ADC,Post1,corr_mrmr_auto_k,corr_mrmr,RandomForest,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7560714285714286,0.7560714285714286,0.0,0.0808259984516069,0.1008156456441734,0.019989647192566504,0.7092063492063492,0.7101587301587302,0.0009523809523810378,0.8082862392605147,0.8081017430595787,-0.00018449620093596852,0.1054069457998935,0.0951527436052962,-0.0102542021945973,0.7380549471879504,0.7837278463386337,0.04567289915068329,0.6708963585434173,0.7212745098039216,0.05037815126050427,0.1205792199690101,0.1293521847401102,0.008772964771100109,0.6548672566371682,0.7079646017699115,0.053097345132743334,0.6705158730158729,0.7239682539682539,0.05345238095238103,0.1161656177328742,0.0998160944361719,-0.016349523296702306,0.6533333333333333,0.7050793650793651,0.05174603174603176,0.7175,0.7497863247863248,0.03228632478632476,0.1026861453383291,0.0990751621577925,-0.0036109831805365977,0.7,0.7419354838709677,0.041935483870967794,0.7093650793650793,0.7712698412698413,0.06190476190476202,0.1948857318422427,0.2255155064251592,0.03062977458291649,0.6666666666666666,0.7301587301587301,0.06349206349206349,0.693780447634403,0.7356581196581197,0.04187767202371662,0.1314308184874324,0.1528350286610633,0.021404210173630894,0.6829268292682927,0.736,0.05307317073170725,0.6316666666666667,0.6766666666666667,0.04500000000000004,0.1919490673185062,0.1466666666666666,-0.04528240065183958,0.64,0.68,0.040000000000000036,0.3338949384956644,0.4457947900053163,0.11189985150965193,0.2302012686918015,0.2094736444076006,-0.020727624284200885,0.3047799337434926,0.4093141137335656,0.10453417999007297,0.2160375009968935,0.2172798389107991,0.0012423379139056001,9.2,9.2,0.0,29,29,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7902777777777777,0.7878968253968254,-0.0023809523809523725,0.0530966616650215,0.0498422808511351,-0.003254380813886397,0.7653968253968254,0.7749206349206348,0.009523809523809379,0.8422650546375667,0.8247229692924074,-0.01754208534515933,0.0862401070849618,0.086021241339332,-0.00021886574562979266,0.8208081703889891,0.8210502211666859,0.0002420507776967895,0.6828011204481793,0.7173249299719887,0.0345238095238094,0.0782271074574285,0.1006345706458599,0.022407463188431398,0.672566371681416,0.7079646017699115,0.03539823008849552,0.6942857142857144,0.7097222222222221,0.015436507936507748,0.0704878976405297,0.1087320414620914,0.03824414382156169,0.665079365079365,0.7092063492063492,0.044126984126984126,0.7269180492709905,0.7660822510822511,0.03916420181126068,0.1255006924746129,0.0791180347619839,-0.046382657712629005,0.696969696969697,0.7586206896551724,0.06165099268547536,0.7728571428571429,0.7249206349206349,-0.047936507936508055,0.1797750617141068,0.1565530055202229,-0.0232220561938839,0.7301587301587301,0.6984126984126984,-0.031746031746031744,0.7201451905626135,0.7332798371337924,0.01313464657117891,0.0847448143451841,0.1021379783722927,0.017393164027108596,0.7131782945736435,0.7272727272727273,0.014094432699083836,0.6157142857142858,0.6945238095238095,0.07880952380952377,0.1792501387583785,0.18848001632345,0.009229877565071487,0.6,0.72,0.12,0.37006142006142,0.411188080554461,0.04112666049304098,0.1524750327266171,0.2212964777461541,0.06882144501953699,0.3322153010701165,0.41413982717989,0.08192452610977352,0.1949450820879718,0.1937435590472652,-0.0012015230407065869,8.0,8.0,0.0,21,21,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,KNN,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7731746031746031,0.7894047619047619,0.016230158730158872,0.0663965379515576,0.0466744270623365,-0.0197221108892211,0.7098412698412698,0.741904761904762,0.03206349206349213,0.7865291244258323,0.7982672852042295,0.011738160778397178,0.1150045686139784,0.1103277160143177,-0.004676852599660691,0.7692822748834021,0.798228471546,0.0289461966625979,0.666750700280112,0.6674649859943977,0.0007142857142857784,0.0913894726773673,0.1152990276698236,0.023909554992456297,0.6548672566371682,0.6548672566371682,0.0,0.6876984126984127,0.6827777777777778,-0.004920634920634881,0.0567279913603442,0.0831455177547228,0.026417526394378603,0.6512698412698412,0.6677777777777778,0.016507936507936583,0.7555555555555555,0.7948562548562548,0.03930069930069924,0.1601051556688794,0.1063931749225034,-0.053711980746375995,0.6935483870967742,0.7608695652173914,0.06732117812061711,0.7349206349206349,0.6084126984126984,-0.12650793650793646,0.2422182695385745,0.233395737255007,-0.008822532283567497,0.6825396825396826,0.5555555555555556,-0.12698412698412698,0.6868344216170303,0.6405002405002405,-0.046334181116789885,0.1332470895670503,0.1841317588869865,0.05088466931993618,0.688,0.6422018348623854,-0.04579816513761459,0.6404761904761905,0.7571428571428571,0.11666666666666659,0.2398033964193175,0.1587579340778062,-0.0810454623415113,0.62,0.78,0.16000000000000003,0.3558018609742747,0.353624270877792,-0.0021775900964826622,0.1312668242513972,0.1762607694632392,0.044993945211841996,0.3019166798669412,0.3241834074528447,0.02226672758590348,0.2242740289954645,0.2151254320944975,-0.009148596900967004,10.0,10.0,0.0,40,40,0
ADC_Post2,ADC,Post2,corr_mrmr_auto_k,corr_mrmr,LogisticRegression,LogisticRegression,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7001749322801956,0.7067422919097559,0.006567359629560343,0.0660520455045061,0.052217748333488,-0.013834297171018091,0.6471875,0.6446875,-0.0025000000000000577,0.7592060848657631,0.7609790301203769,0.0017729452546138003,0.1253678908262475,0.1254818075057444,0.00011391667949689488,0.7482710750467989,0.7477989926552975,-0.00047208239150142717,0.6183135704874835,0.6183135704874835,0.0,0.0832624537780637,0.0832624537780637,0.0,0.6140350877192983,0.6140350877192983,0.0,0.6609223817118555,0.6609223817118555,0.0,0.0600619976035584,0.0600619976035584,0.0,0.6190625000000001,0.6190625000000001,0.0,0.7233766233766235,0.7233766233766235,0.0,0.1780500061466376,0.1780500061466376,0.0,0.6851851851851852,0.6851851851851852,0.0,0.6263902179691654,0.6263902179691654,0.0,0.1881215258694722,0.1881215258694722,0.0,0.578125,0.578125,0.0,0.6281374277896017,0.6281374277896017,0.0,0.0972471366564545,0.0972471366564545,0.0,0.6271186440677966,0.6271186440677966,0.0,0.6954545454545455,0.6954545454545455,0.0,0.1860862680950792,0.1860862680950792,0.0,0.66,0.66,0.0,0.2858054884883681,0.2858054884883681,0.0,0.1248645679583301,0.1248645679583301,0.0,0.2330275229357797,0.2330275229357797,0.0,0.2471848839765888,0.2490068032971782,0.0018219193205893935,14.0,14.0,0.0,44,44,0
ADC_Post2,ADC,Post2,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7501455429206626,0.7400783639539621,-0.010067178966700507,0.125704063209087,0.1162256270730174,-0.009478436136069607,0.6778124999999999,0.6921875,0.014375000000000027,0.8116309997007548,0.8152773303109904,0.0036463306102355597,0.1424549499831046,0.1191065608030066,-0.02334838918009799,0.7748796444400892,0.7679614747345231,-0.006918169705566024,0.6486122573079094,0.6614038135777267,0.012791556269817317,0.0680185506636271,0.0547437770314514,-0.013274773632175697,0.6491228070175439,0.6578947368421053,0.00877192982456143,0.6818992557150452,0.697837586390218,0.015938330675172807,0.0716902723045347,0.0373293800792308,-0.034360892225303905,0.6415625,0.6690625,0.02749999999999997,0.7071428571428571,0.7685120435120435,0.061369186369186424,0.1726149424799224,0.1496283864707435,-0.0229865560091789,0.6818181818181818,0.7551020408163265,0.07328385899814471,0.7448591174906964,0.6100691121743753,-0.13479000531632113,0.1545978806362305,0.1582200455480231,0.003622164911792597,0.703125,0.578125,-0.125,0.6925977011494253,0.6529629629629629,-0.03963473818646246,0.0559558174610012,0.0706388640081904,0.014683046547189202,0.6923076923076923,0.6548672566371682,-0.03744043567052413,0.6189393939393939,0.7856060606060605,0.16666666666666663,0.2196656194977903,0.1353836842647798,-0.08428193523301047,0.58,0.76,0.18000000000000005,0.3239073748391208,0.3540279881571627,0.03012061331804189,0.1274184328204118,0.079404518774121,-0.048013914046290795,0.2843691148775894,0.3273827534039334,0.04301363852634399,0.2335353512139769,0.2241326425035477,-0.009402708710429197,10.8,10.8,0.0,25,25,0
ADC_Post2,ADC,Post2,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7728631035808069,0.7770315596152917,0.004168456034484791,0.112310366718077,0.1007745733046511,-0.011535793413425893,0.6746875,0.6865625,0.011874999999999969,0.8452306422006336,0.8428949481675712,-0.002335694033062441,0.0699144203581069,0.0644388836920264,-0.005475536666080499,0.7867970631061638,0.7826902951133206,-0.004106767992843263,0.6354167571558876,0.6644587296761209,0.029041972520233217,0.1168400547240571,0.1010098625875118,-0.01583019213654531,0.631578947368421,0.6578947368421053,0.026315789473684292,0.6770188729399255,0.7011855396065922,0.02416666666666678,0.0934153680263413,0.0703803179999263,-0.023035050026414997,0.6303125,0.67125,0.04093749999999996,0.7294117647058824,0.7823287823287824,0.05291701762290002,0.1664196554800658,0.1123977718645063,-0.0540218836155595,0.6833333333333333,0.7659574468085106,0.08262411347517729,0.704795321637427,0.6084316852737904,-0.09636363636363654,0.2449298183480491,0.2059666069865905,-0.03896321136145861,0.640625,0.5625,-0.078125,0.6648351648351648,0.6520060331825038,-0.012829131652660974,0.1099625255901965,0.1031310146308067,-0.006831510959389789,0.6612903225806451,0.6486486486486487,-0.012641673931996444,0.6492424242424243,0.793939393939394,0.14469696969696966,0.2429870361243947,0.1205855015216456,-0.1224015346027491,0.62,0.78,0.16000000000000003,0.3218869647384621,0.3682937942823775,0.046406829543915395,0.1970879588432296,0.1567421814595414,-0.04034577738368819,0.258364312267658,0.3302199457667972,0.0718556334991392,0.2350368661338307,0.2306588406586769,-0.004378025475153813,8.4,8.4,0.0,30,30,0
ADC_Pre,ADC,Pre,corr_mrmr_auto_k,corr_mrmr,LightGBM,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7240949481140869,0.724244081277574,0.00014913316348708072,0.0585368929033162,0.0467089239046266,-0.011827968998689598,0.618125,0.6206250000000001,0.0025000000000000577,0.7700356774069606,0.7620931137217737,-0.007942563685186865,0.0826582908985382,0.0896759032446878,0.0070176123461496015,0.6722424721934337,0.6793540935649682,0.007111621371534538,0.6109788761962676,0.6172725824899737,0.0062937062937061805,0.0927729730719032,0.058747498891919,-0.0340254741799842,0.6052631578947368,0.6140350877192983,0.00877192982456143,0.6573258904837853,0.6501501860712386,-0.0071757044125466685,0.0401588623882455,0.0389903570251686,-0.0011685053630769021,0.6112500000000001,0.6190625000000001,0.0078125,0.7344911297852474,0.721003996003996,-0.013487133781251437,0.1554900769330675,0.1552170857870223,-0.00027299114604517616,0.6792452830188679,0.6851851851851852,0.005939902166317346,0.6237426900584795,0.6177246145667198,-0.0060180754917597,0.2763615729884622,0.196796632011458,-0.0795649409770042,0.5625,0.578125,0.015625,0.6081232492997198,0.6238371650136356,0.015713915713915783,0.1205251854678282,0.0670093947412662,-0.053515790726562,0.6153846153846154,0.6271186440677966,0.011734028683181186,0.6909090909090909,0.6825757575757576,-0.008333333333333304,0.2237812620839185,0.2059770329632803,-0.0178042291206382,0.66,0.66,0.0,0.2848329128356582,0.2698980070547139,-0.014934905780944308,0.107158391992208,0.0792191127631014,-0.027939279229106606,0.2172718950259383,0.2330275229357797,0.01575562790984139,0.286022363916239,0.2762222642447146,-0.009800099671524398,12.8,12.8,0.0,47,47,0
ADC_Pre,ADC,Pre,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7923832308042834,0.7862328341514944,-0.0061503966527890475,0.0347877539939723,0.0209781286452212,-0.013809625348751096,0.7224999999999999,0.719375,-0.0031249999999999334,0.8393156124361658,0.8167344894450705,-0.02258112299109527,0.0666528155058795,0.0637642408128105,-0.002888574693068996,0.7672749438182814,0.7385474798971012,-0.028727463921180196,0.67609781522825,0.6784997611084567,0.0024019458802067017,0.0748128719021169,0.1108473749780791,0.036034503075962204,0.6754385964912281,0.6754385964912281,0.0,0.6913583200425306,0.6917336902863218,0.00037537024379119543,0.0603744387136795,0.0796673642965196,0.019292925582840105,0.6737500000000001,0.6759375000000001,0.002187500000000009,0.738655462184874,0.7469444444444445,0.008288982259570532,0.1594514287755037,0.1329868182458716,-0.026464610529632088,0.7213114754098361,0.7288135593220338,0.0075020839121977545,0.7054439128123339,0.6930994152046783,-0.012344497607655547,0.1836392247804621,0.2414128018520437,0.057773577071581594,0.6875,0.671875,-0.015625,0.6904576178297406,0.6796642161018036,-0.010793401727936969,0.096222766794505,0.1350396051358235,0.038816838341318494,0.704,0.6991869918699187,-0.004813008130081231,0.6772727272727272,0.6903679653679653,0.013095238095238049,0.2142533536280428,0.1795142368138741,-0.03473911681416869,0.66,0.68,0.020000000000000018,0.3569916941185683,0.3693528427180885,0.0123611485995202,0.1169749769590127,0.1779482733633179,0.0609732964043052,0.3452343992548897,0.3480680061823802,0.0028336069274905173,0.2156377536762958,0.2190935374859482,0.0034557838096523907,9.6,9.6,0.0,26,26,0
ADC_Pre,ADC,Pre,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.71313993201553,0.7276236620016523,0.01448372998612224,0.0515919808086769,0.0556185528404034,0.0040265720317265025,0.6615625,0.6653125,0.00374999999999992,0.76494640787645,0.7761418242018973,0.011195416325447294,0.0701329726137869,0.0703806579252012,0.0002476853114143085,0.7150809487572771,0.7134322763106729,-0.0016486724466042713,0.6256178604004691,0.6088346436172524,-0.016783216783216703,0.1047224756862419,0.1065657471744331,0.0018432714881911894,0.6228070175438597,0.6052631578947368,-0.01754385964912286,0.6564340776182882,0.6411709197235513,-0.015263157894736867,0.0988097435725008,0.1005875415700282,0.0017777979975273916,0.635625,0.6178125,-0.01781250000000001,0.7240675990675991,0.7056060606060606,-0.01846153846153853,0.1399632972326747,0.148747140013095,0.008783842780420298,0.723404255319149,0.7021276595744681,-0.021276595744680882,0.5605954279638491,0.5482509303561935,-0.012344497607655547,0.1992543261018134,0.247744049004283,0.04848972290246961,0.53125,0.515625,-0.015625,0.605527950310559,0.5793211941038028,-0.026206756206756165,0.1195664918864072,0.1441198419801299,0.024553350093722698,0.6126126126126126,0.5945945945945946,-0.018018018018017945,0.7522727272727272,0.7340909090909091,-0.018181818181818077,0.1448456320246515,0.1628417857899666,0.017996153765315104,0.74,0.72,-0.020000000000000018,0.2840359983328936,0.2545826561623615,-0.029453342170532137,0.1767719481796678,0.1840066497577492,0.007234701578081398,0.2615245555890328,0.2271768605001507,-0.03434769508888211,0.2389623425432491,0.2389065919485445,-5.575059470461219e-05,9.6,9.6,0.0,33,33,0
ADC_T2,ADC,T2,corr_mrmr_auto_k,corr_mrmr,KNN,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7388471005337034,0.7444313952926394,0.005584294758935959,0.0704286265765782,0.1106073305522766,0.04017870397569841,0.6829687500000001,0.69359375,0.010624999999999885,0.7914511755124649,0.8066221360266563,0.015170960514191423,0.0882824876806318,0.0684319577126065,-0.01985052996802529,0.7413804731381419,0.7618428769384847,0.02046240380034281,0.6250778207299946,0.6513095600052122,0.026231739275217603,0.0925561384735744,0.134811963513784,0.042255825040209596,0.6228070175438597,0.6491228070175439,0.02631578947368418,0.6285045948203842,0.6741108452950558,0.045606250474671595,0.0845914573029555,0.1349438193002742,0.050352361997318684,0.6159375,0.6590625,0.04312499999999997,0.6633333333333333,0.752020202020202,0.0886868686868687,0.1275408431313932,0.1876206546465364,0.06007981151514322,0.6615384615384615,0.74,0.07846153846153847,0.6899096225412015,0.5989792663476875,-0.09093035619351397,0.1261671959239445,0.1277121281807238,0.0015449322567793189,0.671875,0.578125,-0.09375,0.6635872148815236,0.654568238778765,-0.009018976102758591,0.0878826381480439,0.1229708448436674,0.0350882066956235,0.6666666666666666,0.6491228070175439,-0.01754385964912275,0.5670995670995671,0.7492424242424243,0.18214285714285716,0.1377803817450917,0.1965671878022308,0.058786806057139096,0.56,0.74,0.17999999999999994,0.2440835927198205,0.3163536147156575,0.07227002199583699,0.1704557737501271,0.2657504112554925,0.09529463750536538,0.2323833385530849,0.3086719223771982,0.0762885838241133,0.2369505890600519,0.2355839728842831,-0.0013666161757688033,13.6,13.6,0.0,49,49,0
