model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
SVM_RBF,5,114,0.7228125,0.6842105263157895,0.6728125,0.7,0.765625,0.7313432835820896,0.58,0.7985230868723692,0.6833195789717529,0.7068234981392876,0.7310101010101011,0.8030409356725146,0.732899984290418,0.6106060606060606,0.07762985987811895,0.11841013484751264,0.10536465727104752,0.17598603519372152,0.15668953073545924,0.08594085257493808,0.27605711337310884
