Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
KNN,NaiveBayes,0.7323809523809525,0.6014285714285713,0.13095238095238115,2.077308016688967,0.03777313964364341,✓,✗,1.0,✗
KNN,LightGBM,0.7323809523809525,0.6336507936507937,0.09873015873015878,1.8067635945954332,0.07079914727164517,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.7057142857142856,0.6014285714285713,0.10428571428571431,1.7678339461744703,0.07708866808169311,✗,✗,1.0,✗
KNN,XGBoost,0.7323809523809525,0.6403174603174603,0.09206349206349218,1.75442060451356,0.0793584633101186,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7057142857142856,0.6336507936507937,0.07206349206349194,1.614714023739286,0.10637263918901428,✗,✗,1.0,✗
KNN,SVM_Linear,0.7323809523809525,0.6530158730158729,0.07936507936507953,1.5909841618109337,0.11161314020036564,✗,✗,1.0,✗
KNN,SVM_RBF,0.7323809523809525,0.6666666666666666,0.06571428571428584,1.5238823013562202,0.12753811540065638,✗,✗,1.0,✗
RandomForest,XGBoost,0.6942857142857143,0.6403174603174603,0.053968253968254,1.515652046106458,0.12960735923137132,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.6942857142857143,0.6014285714285713,0.09285714285714297,1.5034945465578275,0.13271156217198013,✗,✗,1.0,✗
KNN,LogisticRegression,0.7323809523809525,0.6584126984126984,0.07396825396825402,1.5017038403649945,0.13317361165409075,✗,✗,1.0,✗
KNN,GradientBoosting,0.7323809523809525,0.6542857142857142,0.07809523809523822,1.4742086442712277,0.14042542314248668,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.7057142857142856,0.6403174603174603,0.06539682539682534,1.4640166345592318,0.14318940333249372,✗,✗,1.0,✗
RandomForest,LightGBM,0.6942857142857143,0.6336507936507937,0.0606349206349206,1.4625772187695318,0.14358310065880314,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.7057142857142856,0.6542857142857142,0.05142857142857138,1.2548583556153694,0.20953018394633172,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.6942857142857143,0.6542857142857142,0.040000000000000036,1.2365579500881752,0.21625123914271172,✗,✗,1.0,✗
ExtraTrees,SVM_Linear,0.7057142857142856,0.6530158730158729,0.05269841269841269,1.2032903474708794,0.2288639830354654,✗,✗,1.0,✗
