fold,C,gamma
1,9.07254739326856,0.02096699537200604
2,9.506534179352972,0.012703974279771903
3,0.07459565994694574,0.03718332599103666
4,9.506534179352972,0.0016614553798668177
5,0.4980082769916735,0.017953046557512984
