Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.5701,+0.0950,1.18e-01,1.00e+00,✗,✗
ExtraTrees,0.5761,+0.0890,1.80e-01,1.00e+00,✗,✗
KNN,0.5862,+0.0790,2.09e-01,1.00e+00,✗,✗
SVM_Linear,0.5916,+0.0735,2.30e-01,1.00e+00,✗,✗
SVM_RBF,0.5996,+0.0656,1.63e-01,1.00e+00,✗,✗
XGBoost,0.6026,+0.0625,2.21e-01,1.00e+00,✗,✗
GradientBoosting,0.6082,+0.0569,5.55e-01,1.00e+00,✗,✗
RandomForest,0.6146,+0.0505,5.37e-01,1.00e+00,✗,✗
LogisticRegression,0.6160,+0.0492,3.91e-01,1.00e+00,✗,✗
