fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.5,0.6538461538461539,0.34615384615384615,0.5,0.0,0.0,0.0,6
2,0.5,0.5555555555555556,0.5555555555555556,0.5,0.7142857142857143,0.5555555555555556,1.0,6
3,0.5,0.5483870967741935,0.5483870967741935,0.5,0.7083333333333334,0.5483870967741935,1.0,6
4,0.5,0.5862068965517241,0.5862068965517241,0.5,0.7391304347826086,0.5862068965517241,1.0,6
5,0.5,0.25,0.25,0.5,0.4,0.25,1.0,6
6,0.5,0.6842105263157895,0.3157894736842105,0.5,0.0,0.0,0.0,6
7,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6,0.42857142857142855,1.0,6
8,0.5,0.5909090909090909,0.4090909090909091,0.5,0.0,0.0,0.0,6
9,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,6
10,0.5,0.6470588235294118,0.6470588235294118,0.5,0.7857142857142857,0.6470588235294118,1.0,6
11,0.5,0.34615384615384615,0.6538461538461539,0.5,0.0,0.0,0.0,6
12,0.5,0.5416666666666666,0.4583333333333333,0.5,0.0,0.0,0.0,6
13,0.5,0.6666666666666666,0.6666666666666666,0.5,0.8,0.6666666666666666,1.0,6
14,0.42500000000000004,0.6102187640790582,0.6153846153846154,0.5,0.7619047619047619,0.6153846153846154,1.0,6
15,0.5,0.6363636363636364,0.36363636363636365,0.5,0.0,0.0,0.0,6
