k,mean_score,std_score,fold_scores,metric,tuning_model
4,0.62293634063969,0.16776007865317005,"[0.43609022556390975, 0.8429752066115703, 0.5897435897435898]",auc,LogisticRegression
8,0.6202391441625891,0.16401757589090582,"[0.4097744360902255, 0.8099173553719008, 0.641025641025641]",auc,LogisticRegression
6,0.6098436385517726,0.17187784365276385,"[0.40601503759398494, 0.8264462809917356, 0.5970695970695972]",auc,LogisticRegression
10,0.6037423501538334,0.1435612254601005,"[0.41353383458646614, 0.7603305785123967, 0.6373626373626373]",auc,LogisticRegression
12,0.5811084184289926,0.12426578595519061,"[0.41353383458646614, 0.7107438016528926, 0.6190476190476191]",auc,LogisticRegression
14,0.5511200654741324,0.0964740213487008,"[0.4172932330827067, 0.5950413223140496, 0.641025641025641]",auc,LogisticRegression
16,0.5327426427904897,0.08786353700115708,"[0.41353383458646614, 0.5619834710743801, 0.6227106227106227]",auc,LogisticRegression
18,0.5021249351392892,0.07808379798126264,"[0.40977443609022557, 0.49586776859504134, 0.6007326007326007]",auc,LogisticRegression
