Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.6559171597633137,0.6569963705491768,0.5552867104288524,0.7575558574879228,0.6858469804141478,0.6969182641422434,0.572100440396286,0.8146387016547479,0.6153846153846154,0.6115384615384616,0.6461538461538462,0.5769230769230769,0.65625,0.5660377358490566,0.6511627906976745,0.2226487523992322,0.23798951437054097,30,22,23,42,10.4,4.774934554525329
NaiveBayes,0.6535502958579882,0.653964678764296,0.5518040105386417,0.7538307737819621,0.67177320162913,0.681768239330832,0.5529563467626674,0.8010452952469608,0.5897435897435898,0.5538461538461539,0.8769230769230769,0.23076923076923078,0.5876288659793815,0.6,0.7037037037037037,0.11475409836065587,0.3155959484558142,12,40,8,57,10.4,4.774934554525329
SVM_Linear,0.642603550295858,0.6434086382846381,0.5412417257118551,0.7445181312687896,0.6861454912493428,0.6939160164937407,0.5730570712016959,0.8096583079942445,0.6239316239316239,0.6038461538461538,0.7846153846153846,0.4230769230769231,0.6296296296296297,0.6111111111111112,0.6986301369863014,0.2142857142857143,0.23588598935646704,22,30,14,51,10.4,4.774934554525329
SVM_RBF,0.6396449704142013,0.6399575181940531,0.535558606421292,0.7437916610138833,0.6963997214980628,0.7009822755140382,0.5782617822147932,0.8102622674176954,0.6153846153846154,0.5942307692307692,0.7846153846153846,0.40384615384615385,0.6219512195121951,0.6,0.6938775510204082,0.19483101391650093,0.23909759356769836,21,31,14,51,10.4,4.774934554525329
XGBoost,0.6251479289940829,0.6258962066875063,0.5171584402991966,0.7333362350548501,0.6545395281039494,0.6682001144349283,0.5433233876212366,0.7884961335932194,0.5897435897435898,0.5788461538461539,0.676923076923077,0.4807692307692308,0.6197183098591549,0.5434782608695652,0.6470588235294118,0.1595330739299612,0.2889083318639631,25,27,21,44,10.4,4.774934554525329
LightGBM,0.6060650887573964,0.6066927367512912,0.49677985948477754,0.7140698122446749,0.6826222285324548,0.6877408567200187,0.5717720727078458,0.7955356844852673,0.6324786324786325,0.6288461538461538,0.6615384615384615,0.5961538461538461,0.671875,0.5849056603773585,0.6666666666666666,0.25719769673704407,0.3019609181751688,31,21,22,43,10.4,4.774934554525329
ExtraTrees,0.6035502958579881,0.6051959280282155,0.49707182004628403,0.7103570529307026,0.6573982379597165,0.6637081618901473,0.5358591483749032,0.7747260812270793,0.5555555555555556,0.5461538461538462,0.6307692307692307,0.46153846153846156,0.5942028985507246,0.5,0.6119402985074627,0.09302325581395354,0.23741270810798276,24,28,24,41,10.4,4.774934554525329
RandomForest,0.5831360946745563,0.582900776857215,0.47598349295676184,0.6921019315921797,0.6251216062645846,0.6369179832332192,0.5122392996628,0.7589298352519784,0.5726495726495726,0.5692307692307692,0.6,0.5384615384615384,0.6190476190476191,0.5185185185185185,0.609375,0.13793103448275867,0.2623832095564652,28,24,26,39,10.4,4.774934554525329
GradientBoosting,0.5678994082840236,0.5679467195595769,0.4633960566832698,0.6730567167904159,0.6248109101489633,0.6323663559699213,0.5117534302984321,0.749155463111079,0.5213675213675214,0.5038461538461538,0.6615384615384615,0.34615384615384615,0.5584415584415584,0.45,0.6056338028169014,0.007874015748031482,0.25368676300706106,18,34,22,43,10.4,4.774934554525329
KNN,0.5045857988165681,0.5043373914102054,0.3998379439188264,0.6214931057553292,0.5801142503288178,0.5907594025591388,0.469026774137839,0.7153693275598272,0.5128205128205128,0.4884615384615385,0.7076923076923077,0.2692307692307692,0.5476190476190477,0.42424242424242425,0.6174496644295302,-0.0239520958083832,0.2830778955707609,14,38,19,46,10.4,4.774934554525329
