Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LogisticRegression vs ExtraTrees,LogisticRegression,ExtraTrees,0.6831191871551348,0.6345394000214262,0.04857978713370871,18.0,0.05462393825457164,0.16387181476371493
LogisticRegression vs LightGBM,LogisticRegression,LightGBM,0.6831191871551348,0.6073294878687036,0.07578969928643131,28.0,0.12404279309009482,0.24808558618018964
LogisticRegression vs NaiveBayes,LogisticRegression,NaiveBayes,0.6831191871551348,0.6528579088546408,0.030261278300493973,38.0,0.3626859408352129,0.4352231290022555
LogisticRegression vs SVM_Linear,LogisticRegression,SVM_Linear,0.6831191871551348,0.6509070888564352,0.032212098298699615,18.0,0.3328797545683888,0.4352231290022555
LogisticRegression vs SVM_RBF,LogisticRegression,SVM_RBF,0.6831191871551348,0.6186924271564795,0.06442675999865542,11.0,0.050460608611093596,0.16387181476371493
LogisticRegression vs XGBoost,LogisticRegression,XGBoost,0.6831191871551348,0.6475587478365256,0.03556043931860926,46.0,0.45428466796875,0.45428466796875
