Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
NaiveBayes,SVM_RBF,0.6947115384615385,0.60546875,0.08924278846153855,2.0924760929259105,0.03639594816998784,✓,✗,1.0,✗
NaiveBayes,KNN,0.6947115384615385,0.5949519230769231,0.09975961538461542,1.9252270103293556,0.054200964376345986,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.6947115384615385,0.6119290865384615,0.0827824519230771,1.5513170720402085,0.12082571755157616,✗,✗,1.0,✗
NaiveBayes,SVM_Linear,0.6947115384615385,0.6277043269230769,0.06700721153846168,1.5389116799625857,0.12382585933606977,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6947115384615385,0.6206430288461537,0.0740685096153848,1.4332972948849987,0.15177289472981956,✗,✗,1.0,✗
NaiveBayes,LogisticRegression,0.6947115384615385,0.6376201923076923,0.057091346153846256,1.3864488877477201,0.16560987725533993,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.6947115384615385,0.6274038461538463,0.06730769230769229,1.3852946229866476,0.16596239723025052,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6947115384615385,0.62890625,0.06580528846153855,1.1504871358471798,0.2499432895935776,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.6947115384615385,0.6382211538461537,0.0564903846153848,1.1304340225303964,0.25829338477332897,✗,✗,1.0,✗
LogisticRegression,KNN,0.6376201923076923,0.5949519230769231,0.04266826923076916,0.9695973667079906,0.33224722601818424,✗,✗,1.0,✗
LogisticRegression,SVM_RBF,0.6376201923076923,0.60546875,0.03215144230769229,0.9610082786524746,0.3365480053010971,✗,✗,1.0,✗
RandomForest,KNN,0.6382211538461537,0.5949519230769231,0.043269230769230616,0.9259673534604043,0.35446294647521925,✗,✗,1.0,✗
ExtraTrees,KNN,0.6274038461538463,0.5949519230769231,0.03245192307692313,0.8440586789431839,0.3986366164817391,✗,✗,1.0,✗
SVM_Linear,KNN,0.6277043269230769,0.5949519230769231,0.032752403846153744,0.7120738788772585,0.47641902851388185,✗,✗,1.0,✗
RandomForest,SVM_RBF,0.6382211538461537,0.60546875,0.032752403846153744,0.6807799063145566,0.49601076626512575,✗,✗,1.0,✗
XGBoost,KNN,0.62890625,0.5949519230769231,0.03395432692307687,0.6730662830413061,0.5009051231631333,✗,✗,1.0,✗
LightGBM,RandomForest,0.6119290865384615,0.6382211538461537,-0.02629206730769229,-0.6285210256792432,0.5296626773656692,✗,✗,1.0,✗
SVM_Linear,SVM_RBF,0.6277043269230769,0.60546875,0.022235576923076872,0.6140722624950082,0.5391675765056503,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.6277043269230769,0.6376201923076923,-0.009915865384615419,-0.5993728853802563,0.5489242541517645,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6376201923076923,0.6119290865384615,0.025691105769230838,0.5839348260292069,0.5592641613865199,✗,✗,1.0,✗
GradientBoosting,RandomForest,0.6206430288461537,0.6382211538461537,-0.017578125,-0.5599705200004902,0.5754995459233954,✗,✗,1.0,✗
GradientBoosting,KNN,0.6206430288461537,0.5949519230769231,0.025691105769230616,0.5478171200673708,0.5838174820281341,✗,✗,1.0,✗
XGBoost,LightGBM,0.62890625,0.6119290865384615,0.016977163461538547,0.5220394507083945,0.6016428629510115,✗,✗,1.0,✗
ExtraTrees,SVM_RBF,0.6274038461538463,0.60546875,0.021935096153846256,0.5144110178875618,0.6069646576946186,✗,✗,1.0,✗
XGBoost,SVM_RBF,0.62890625,0.60546875,0.0234375,0.4511921492424435,0.6518510674224163,✗,✗,1.0,✗
GradientBoosting,LogisticRegression,0.6206430288461537,0.6376201923076923,-0.016977163461538547,-0.40792302070741215,0.6833301911860525,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6277043269230769,0.6119290865384615,0.01577524038461542,0.34858778371972915,0.7273988003202077,✗,✗,1.0,✗
GradientBoosting,SVM_RBF,0.6206430288461537,0.60546875,0.015174278846153744,0.33594506045752776,0.736912296388747,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6119290865384615,0.6274038461538463,-0.015474759615384803,-0.3265545769811592,0.7440048038197506,✗,✗,1.0,✗
LightGBM,KNN,0.6119290865384615,0.5949519230769231,0.016977163461538325,0.32066859322590846,0.748461550321428,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6274038461538463,0.6382211538461537,-0.010817307692307487,-0.2918773083343843,0.7703804337378811,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6376201923076923,0.6274038461538463,0.010216346153846034,0.24666948924799426,0.8051640210680898,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.6206430288461537,0.6119290865384615,0.00871394230769229,0.2411771901031001,0.8094177888327577,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6206430288461537,0.62890625,-0.008263221153846256,-0.23169206856175265,0.8167771921516919,✗,✗,1.0,✗
XGBoost,RandomForest,0.62890625,0.6382211538461537,-0.009314903846153744,-0.22232453198948,0.8240612561730809,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6277043269230769,0.6382211538461537,-0.010516826923076872,-0.22119177401906925,0.8249431140248009,✗,✗,1.0,✗
SVM_RBF,KNN,0.60546875,0.5949519230769231,0.010516826923076872,0.22090048123710315,0.8251699227027505,✗,✗,1.0,✗
XGBoost,LogisticRegression,0.62890625,0.6376201923076923,-0.00871394230769229,-0.1776423336541697,0.8590038758192599,✗,✗,1.0,✗
GradientBoosting,ExtraTrees,0.6206430288461537,0.6274038461538463,-0.006760817307692513,-0.16734716864922522,0.8670968921705906,✗,✗,1.0,✗
GradientBoosting,SVM_Linear,0.6206430288461537,0.6277043269230769,-0.007061298076923128,-0.15842140499588878,0.874124748010302,✗,✗,1.0,✗
LightGBM,SVM_RBF,0.6119290865384615,0.60546875,0.006460336538461453,0.13564588169189898,0.8921012322949434,✗,✗,1.0,✗
XGBoost,ExtraTrees,0.62890625,0.6274038461538463,0.0015024038461537437,0.030800852458280698,0.9754283605804407,✗,✗,1.0,✗
XGBoost,SVM_Linear,0.62890625,0.6277043269230769,0.0012019230769231282,0.024072099329170774,0.9807950983815302,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.6376201923076923,0.6382211538461537,-0.0006009615384614531,-0.013799718460782031,0.9889897671483565,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6277043269230769,0.6274038461538463,0.0003004807692306155,0.00692264531676959,0.9944765722984249,✗,✗,1.0,✗
