model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.6781537598204265,0.09839375713556005,0.6396449704142013,0.7432898136869619,0.04776568978915103,0.6963997214980628,0.5926762246117085,0.09795303561418482,0.6153846153846154,0.5923989898989899,0.07481392078067615,0.5942307692307692,0.6566145092460881,0.11212931755147297,0.6938775510204082,0.5965151515151516,0.12415702904154241,0.6219512195121951,0.7936868686868687,0.18717147186909852,0.7846153846153846,117,5
LogisticRegression,0.6751360830527496,0.06384855776003534,0.6559171597633137,0.7092618793730947,0.10699771529132134,0.6858469804141478,0.6054425144747725,0.04616364022956434,0.6153846153846154,0.6083712121212121,0.03659407205519296,0.6115384615384616,0.6220481310803891,0.08536610343061957,0.6511627906976745,0.6335434173669467,0.13553407338718013,0.65625,0.6478535353535353,0.1052869813121892,0.6461538461538462,117,5
SVM_Linear,0.6640221661054995,0.08086963791475463,0.642603550295858,0.7021427074292755,0.11884275476433849,0.6861454912493428,0.6103685323040162,0.08489174802773977,0.6239316239316239,0.6063510101010101,0.0890704355870325,0.6038461538461538,0.6713513513513514,0.09027763527231047,0.6986301369863014,0.6079106858054226,0.11420819107504085,0.6296296296296297,0.7993686868686869,0.1618480029016759,0.7846153846153846,117,5
XGBoost,0.6442269921436587,0.1246339029639435,0.6251479289940829,0.6944591073625173,0.1197541206062013,0.6545395281039494,0.5588172043010753,0.11923531907543239,0.5897435897435898,0.5651136363636364,0.08048130345043572,0.5788461538461539,0.5999526339696618,0.1448101571039915,0.6470588235294118,0.5782017543859649,0.1602814017021617,0.6197183098591549,0.6657828282828283,0.1539428818635054,0.676923076923077,117,5
NaiveBayes,0.6418700897867564,0.062045186243851684,0.6535502958579882,0.6799397198239602,0.0835823552416475,0.67177320162913,0.5774395735686059,0.06019293073659654,0.5897435897435898,0.5480681818181818,0.026574716644553194,0.5538461538461539,0.6698168498168499,0.10659966946035664,0.7037037037037037,0.560344827586207,0.12043541914089811,0.5876288659793815,0.8539141414141416,0.08526944336417089,0.8769230769230769,117,5
LightGBM,0.6313201459034793,0.151046563745388,0.6060650887573964,0.7055236645663507,0.10350344414410781,0.6826222285324548,0.6248598474404926,0.0729222706365609,0.6324786324786325,0.6471969696969697,0.07591717825894564,0.6288461538461538,0.6409854198089493,0.11238819546692796,0.6666666666666666,0.6450396825396826,0.1375794280311731,0.671875,0.6921717171717171,0.2018119981408759,0.6615384615384615,117,5
ExtraTrees,0.5956916386083052,0.13902208271187344,0.6035502958579881,0.6624466388739395,0.09433421723824946,0.6573982379597165,0.5538911864718317,0.08040221239119348,0.5555555555555556,0.5437247474747474,0.09187687726218977,0.5461538461538462,0.5848047033805548,0.10112773591951363,0.6119402985074627,0.5634920634920635,0.09976035785695662,0.5942028985507246,0.6296717171717171,0.13941681118171345,0.6307692307692307,117,5
GradientBoosting,0.5910620089786756,0.07875496634031766,0.5678994082840236,0.7011828875715006,0.057636862861565524,0.6248109101489633,0.5080222406028858,0.07860686303779015,0.5213675213675214,0.49301767676767677,0.09274411996775324,0.5038461538461538,0.5811149778541084,0.08332491173835409,0.6056338028169014,0.5332706766917293,0.1203066910605776,0.5584415584415584,0.6660353535353536,0.07333674199719112,0.6615384615384615,117,5
RandomForest,0.5867297979797981,0.10202953377663392,0.5831360946745563,0.6611384166996673,0.10164204151027233,0.6251216062645846,0.571298593879239,0.0773309357731834,0.5726495726495726,0.5701136363636363,0.08445583902872744,0.5692307692307692,0.5840512265512265,0.09832632797829118,0.609375,0.5904411764705881,0.10854170053761068,0.6190476190476191,0.6046717171717171,0.13800591689729613,0.6,117,5
KNN,0.5628177609427609,0.1249454869427909,0.5045857988165681,0.625456648169135,0.0861946230659905,0.5801142503288178,0.49706644609870415,0.09111711252326418,0.5128205128205128,0.5058585858585858,0.11074940696107763,0.4884615384615385,0.5992031115704,0.07844081640482117,0.6174496644295302,0.5294429590017826,0.11080885809594475,0.5476190476190477,0.7494949494949494,0.18166704225985666,0.7076923076923077,117,5
