Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Morph_Compactness1,Morph_Compactness1,0.037551861311310095,2
Morph_Sphericity,Morph_Sphericity,0.03630061765094455,5
IH_AreaUnderCurveCIVH_Intensity,IH_AreaUnderCurveCIVH_Intensity,0.02902327919871875,3
GLCM_Contrast,GLCM_Contrast,0.0286487823924655,2
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.028245646009097312,2
IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity,0.02812753619085371,2
IH_IntensityHistogramMode_Intensity,IH_IntensityHistogramMode_Intensity,0.022014246146338075,3
GLCM_Correlation,GLCM_Correlation,0.01739886328094458,3
GLCM_AngularSecondMoment,GLCM_AngularSecondMoment,0.00948370653255358,3
Morph_Volume_cm3,Morph_Volume_cm3,0.002164154405321417,4
