fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.03970483329496214,0.8811413617128561
2,100,1,0.07772235382026987,0.8730704498200098
3,25,1,0.016584313263890035,0.9935871354122109
4,25,1,0.046854260167712165,0.9477558265315142
5,50,3,0.06571271013022326,0.8008335850362696
