Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Morph_Compactness1
1,2,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
1,3,Morph_Compactness2
1,4,IH_IntensityHistogramSkewness_Intensity
1,5,GLSZM_HighGrayLevelZoneEmphasis
1,6,GLCM_ClusterProminence
1,7,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
1,8,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,9,GLSZM_ZoneSizeVariance
2,1,Morph_Compactness2
2,2,NGTDM_Complexity
2,3,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
2,4,IH_IntensityHistogramMode_Intensity
2,5,NGTDM_Busyness
2,6,Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
2,7,IB_IntensitySkewness
2,8,IB_MinimumIntensity
2,9,GLSZM_SmallZoneEmphasis
2,10,Morph_CentreOfMassShift_mm
2,11,IH_MinimumHistogramGradientGreyLevel_Intensity
2,12,GLCM_ClusterProminence
2,13,GLCM_ClusterShade
2,14,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
3,1,Morph_Compactness2
3,2,IB_IntensitySkewness
3,3,GLSZM_LargeZoneEmphasis
4,1,Morph_Compactness2
4,2,GLSZM_GreyLevelVariance
4,3,GLRLM_ShortRunLowGreyLevelEmphasis
4,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,1,Morph_Compactness2
5,2,IB_IntensitySkewness
5,3,GLSZM_HighGrayLevelZoneEmphasis
5,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
5,5,GLRLM_LowGreyLevelRunEmphasis
5,6,GLCM_ClusterProminence
