Metric,Value
ROC-AUC,0.7160456730769231
PR-AUC,0.7182690282795262
Balanced Acc.,0.6358173076923077
Sensitivity,0.65625
Specificity,0.6153846153846154
PPV,0.6774193548387096
NPV,0.5925925925925926
Kappa,0.2706586826347305
