model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
SVM_RBF,5,114,0.721875,0.6491228070175439,0.6371875,0.6714285714285714,0.734375,0.7014925373134329,0.54,0.7992573605731501,0.6570168961473309,0.6897501329080276,0.7413502673796791,0.8037426900584794,0.7022173489278752,0.5757575757575758,0.08413467143055636,0.1669661209954511,0.1230284240862895,0.17665888714328268,0.27585325314426,0.1624258551552509,0.34190091412286877
