fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7716049382716048,0.8986438806291748,0.6296296296296297,0.6666666666666667,0.6666666666666666,0.8333333333333334,0.5555555555555556,6
2,0.41414141414141414,0.6382509303561935,0.6,0.6363636363636364,0.42857142857142855,1.0,0.2727272727272727,6
3,0.5874999999999999,0.6719924967505613,0.6129032258064516,0.6145833333333333,0.6,0.6428571428571429,0.5625,6
4,0.475,0.6818232679263985,0.5769230769230769,0.525,0.6857142857142857,0.631578947368421,0.75,6
5,0.5555555555555556,0.5166666666666666,0.5384615384615384,0.6666666666666666,0.5714285714285714,0.4,1.0,6
6,0.6888888888888889,0.7720921184079078,0.631578947368421,0.6166666666666667,0.72,0.6,0.9,6
7,0.7047619047619048,0.858442962322226,0.7096774193548387,0.6285714285714286,0.8,0.75,0.8571428571428571,6
8,0.6090909090909091,0.7486698546761412,0.5405405405405406,0.5606060606060606,0.5405405405405406,0.6666666666666666,0.45454545454545453,6
9,0.5,0.41666666666666663,0.42857142857142855,0.45,0.3333333333333333,0.25,0.5,6
10,0.6846153846153846,0.6539777327935222,0.5652173913043478,0.5692307692307692,0.5454545454545454,0.5,0.6,6
11,0.8411764705882353,0.8275271512113617,0.5555555555555556,0.6058823529411765,0.5714285714285714,0.4444444444444444,0.8,6
12,0.5388888888888889,0.7467631902109026,0.5357142857142857,0.4388888888888889,0.6829268292682927,0.6086956521739131,0.7777777777777778,6
13,0.7588235294117647,0.8786717619612356,0.6296296296296297,0.6852941176470588,0.6153846153846154,0.8888888888888888,0.47058823529411764,6
14,0.7708333333333334,0.8166666666666667,0.5,0.5833333333333334,0.42857142857142855,0.3,0.75,6
15,0.8125,0.9613738181752888,0.42105263157894735,0.65625,0.47619047619047616,1.0,0.3125,6
