Model,Mean_AUC,Std_AUC,Median_AUC,IQR_AUC,Min_AUC,Max_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Decision_Threshold,Std_Decision_Threshold,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,AUC_ACC_Composite
ExtraTrees,0.711223659540653,0.1053974891698783,0.7222222222222222,0.1467405143875733,0.48750000000000004,0.9166666666666666,0.6317554240631164,0.7294541156939826,0.11825529176988349,0.6569693193695415,0.5730883612925147,0.11078420823880675,0.5612535612535613,0.6159818313494784,0.1071238007314638,0.5705128205128205,0.6571308321308321,0.1943415570408233,0.6375838926174496,0.5752735336558866,0.2793958602104415,0.48717948717948717,0.535697646504098,0.17686177134223524,0.5523255813953488,0.6566901290430702,0.23953064320315845,0.6538461538461539,0.5243143203990865,0.039069901926056576,6.0,6.0,0.0,6,6.0,6,0.65556135206969
SVM_RBF,0.6977589467540449,0.15162781716528062,0.6875,0.22062908496732025,0.42592592592592593,0.9583333333333334,0.6331689677843524,0.7282211430635762,0.16782780555359014,0.6557157723380038,0.5685012726193431,0.12576443619233663,0.5783475783475783,0.6013856541062423,0.10157544397347905,0.5826923076923076,0.6562596662596663,0.20766229506606781,0.6424242424242425,0.5985313216195569,0.2876057119253538,0.5435897435897435,0.5452464239084953,0.17683294877026895,0.5888888888888889,0.6042399865929278,0.31893138254268566,0.6217948717948718,0.5757489611626653,0.09036329300063323,6.0,6.0,0.0,6,6.0,6,0.6461776413103406
SVM_Linear,0.6877340007487066,0.15328168026272443,0.6952380952380952,0.2079861111111112,0.33333333333333337,0.875,0.6177514792899409,0.7104900478738654,0.17533795014352904,0.65463292064942,0.6036599055539289,0.12856708416362309,0.5897435897435898,0.6070290384996269,0.15949977003614624,0.5923076923076923,0.647967857678384,0.2528833992034275,0.6491228070175439,0.581214101802337,0.32328371643739406,0.5692307692307692,0.555087155756111,0.2296554535432088,0.6065573770491803,0.6328439751969163,0.2830810676727227,0.6153846153846154,0.5481036310456044,0.10417582807884496,6.0,6.0,0.0,6,6.0,6,0.6449853897279209
NaiveBayes,0.6711913685443096,0.14829718196936575,0.6666666666666667,0.15903181785534726,0.3,0.8941176470588235,0.6071992110453649,0.7112907329943124,0.17012403671902346,0.6374030246177566,0.5485567293083717,0.15403372678077287,0.5754985754985755,0.5773008064919829,0.11232770903017669,0.566025641025641,0.6085593512767427,0.21154656119766915,0.6105769230769231,0.6508157909628499,0.22925673342426292,0.6512820512820513,0.5788298154258524,0.150025084703115,0.630272952853598,0.5037858220211161,0.29317677848184326,0.4807692307692308,0.6764043925648584,0.2527840580129803,6.0,6.0,0.0,6,6.0,6,0.6212196287486647
LightGBM,0.639548147628213,0.14294992387284894,0.6358024691358024,0.2213383838383839,0.41666666666666663,0.9166666666666667,0.5792570677186062,0.6811595435599737,0.14802809880533163,0.6172473808502761,0.6012841129078427,0.1288262939466734,0.5897435897435898,0.6242282445223621,0.11200448443148729,0.6,0.6627200577200578,0.1682056395602704,0.673469387755102,0.5613054918937271,0.24720241114564917,0.5076923076923077,0.5613560098977556,0.1653360679205761,0.5789473684210527,0.6871509971509971,0.18900245819861733,0.6923076923076923,0.5645242168115705,0.08903151635229238,6.0,6.0,0.0,6,6.0,6,0.6186863458170659
XGBoost,0.6408095765285308,0.1251381071581896,0.6538461538461537,0.15773809523809512,0.4166666666666667,0.9375,0.5773504273504274,0.6764950229662424,0.16054761602958023,0.6150169335771539,0.550895269318721,0.09219579901234538,0.5441595441595442,0.5920351326233678,0.06464361941124451,0.5474358974358975,0.5649596611591498,0.22245147395540515,0.6047904191616766,0.5691146761734998,0.26096558793494606,0.517948717948718,0.521954382518408,0.18576669187406608,0.5580110497237569,0.6149555890732361,0.2376288371702792,0.5769230769230769,0.6165491728583972,0.22573009571206798,6.0,6.0,0.0,6,6.0,6,0.604875711830406
LogisticRegression,0.4993939393939394,0.002267671143499359,0.5,0.0,0.4909090909090909,0.5,0.4696416831032215,0.5286452175162547,0.1627994595041869,0.5403824234064522,0.4476888614823213,0.15591210566699928,0.47293447293447294,0.5,0.0,0.4487179487179487,0.3541664861189479,0.2467778058752458,0.52,0.7333333333333333,0.44221663871405326,0.6666666666666666,0.4677434414915976,0.30615923042549825,0.5842696629213483,0.26666666666666666,0.44221663871405337,0.23076923076923078,0.48999088433841004,0.013282377447013487,6.0,6.0,0.0,6,6.0,6,0.4858089385702652
