model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
SVM_RBF,5,113,0.7650793650793651,0.7256637168141593,0.7188888888888889,0.7424242424242424,0.7777777777777778,0.7596899224806202,0.66,0.7904761904761906,0.7319887955182072,0.7217063492063491,0.7519949494949495,0.7979365079365079,0.7579310344827587,0.6454761904761905,0.06299607861515566,0.051265448017402085,0.031017331122002962,0.10149179338285913,0.14681604431817588,0.06665715350277779,0.17798060991486947
