Metric,Value
ROC-AUC,0.765079365079365
PR-AUC,0.8262420245015072
Balanced Acc.,0.6988888888888889
Sensitivity,0.7777777777777778
Specificity,0.62
PPV,0.7205882352941176
NPV,0.6888888888888889
Kappa,0.4019246190858059
