Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.765079365079365,0.7654781085981024,0.6780841628553493,0.8472499021113821,0.8262420245015072,0.8289689624478096,0.739347960268724,0.8976620882663027,0.7079646017699115,0.6988888888888889,0.7777777777777778,0.62,0.7205882352941176,0.6888888888888889,0.7480916030534351,0.4019246190858059,0.19710854901323893,31,19,14,49,7.6,5.89915248150105
SVM_Linear,0.7517460317460317,0.752129265445633,0.6617601729205635,0.8410808516196447,0.8095088867719649,0.8124199049894659,0.7153901724324032,0.8873945072376095,0.6902654867256637,0.6830158730158731,0.746031746031746,0.62,0.7121212121212122,0.6595744680851063,0.7286821705426356,0.3683117712825428,0.20223456773696755,31,19,16,47,7.6,5.89915248150105
LogisticRegression,0.7501587301587301,0.7506428886688287,0.6604474296986237,0.8370399757032762,0.8138602612665049,0.816804760110114,0.7176739602418856,0.8894933088191346,0.6902654867256637,0.6912698412698413,0.6825396825396826,0.7,0.7413793103448276,0.6363636363636364,0.7107438016528925,0.37863315003927733,0.2036672022774156,35,15,20,43,7.6,5.89915248150105
RandomForest,0.7273015873015873,0.7268830725606199,0.631233999719995,0.817797300170068,0.7553062610714296,0.7615661960666279,0.6384279950849829,0.8618184697536051,0.672566371681416,0.6692063492063491,0.6984126984126984,0.64,0.7096774193548387,0.6274509803921569,0.704,0.3377158244891494,0.21093674868288664,32,18,19,44,7.6,5.89915248150105
ExtraTrees,0.7196825396825396,0.7201741792364451,0.624274163139201,0.811804485599244,0.7801248917472132,0.7830964137669817,0.6794774719004403,0.8671717164094267,0.6371681415929203,0.6415873015873016,0.6031746031746031,0.68,0.7037037037037037,0.576271186440678,0.6495726495726496,0.27801153186847427,0.21627806542377878,34,16,25,38,7.6,5.89915248150105
GradientBoosting,0.7120634920634921,0.7117493830199227,0.6092128761786973,0.807531919744642,0.7392917376979806,0.7463380524594575,0.6286801524883932,0.8457118002816123,0.6902654867256637,0.6850793650793651,0.7301587301587301,0.64,0.71875,0.6530612244897959,0.7244094488188977,0.3709241291554001,0.21856417560110175,32,18,17,46,7.6,5.89915248150105
KNN,0.7065079365079365,0.7064559245761349,0.6113775453528757,0.8013931728071072,0.7306603480520553,0.7374958386453089,0.6158669221942898,0.846585176736175,0.672566371681416,0.6671428571428571,0.7142857142857143,0.62,0.703125,0.6326530612244898,0.7086614173228346,0.3349769365357086,0.22894276209418174,31,19,18,45,7.6,5.89915248150105
XGBoost,0.6977777777777778,0.6975171574513503,0.6003418406175255,0.7990841792181529,0.7474709903813386,0.75223566405171,0.6343542139493832,0.84856811136549,0.672566371681416,0.6588888888888889,0.7777777777777778,0.54,0.6805555555555556,0.6585365853658537,0.725925925925926,0.3237910399482452,0.23328532282905,27,23,14,49,7.6,5.89915248150105
LightGBM,0.6614285714285714,0.6629019515573855,0.5621148354315469,0.7679409937888199,0.6923733088196795,0.7007133469103705,0.5831114358743337,0.8116791425723134,0.6106194690265486,0.6074603174603175,0.6349206349206349,0.58,0.6557377049180327,0.5576923076923077,0.6451612903225806,0.21403730635472662,0.25586894355690637,29,21,23,40,7.6,5.89915248150105
NaiveBayes,0.61015873015873,0.6096938959303215,0.5069049938307681,0.7129760276203504,0.6810293307170405,0.6895264630374435,0.567968411730999,0.8014056231207614,0.5486725663716814,0.5271428571428571,0.7142857142857143,0.34,0.5769230769230769,0.4857142857142857,0.6382978723404256,0.05601965601965608,0.34661401071651515,17,33,18,45,7.6,5.89915248150105
