Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Rank_Mean_AUC,Rank_Pooled_AUC,Rank_Mean_PR_AUC,Rank_Pooled_PR_AUC,Rank_Mean_Bal_Acc,Rank_Pooled_Bal_Acc,Rank_Mean_F1,Rank_Pooled_F1,Rank_N_Unique_Selected_Features,Composite_Rank_Score
LogisticRegression,0.776956222051916,0.066027145088222,0.733125,0.8198999186503129,0.0973181381529205,0.7642335106591933,0.6765307156611504,0.0660742743585771,0.6754385964912281,0.6927472089314195,0.0618211557180723,0.6803125,0.7452813852813852,0.1516228683275838,0.7454545454545455,0.6498883572567783,0.191568824315727,0.640625,0.6685714285714286,0.1168987002598787,0.6890756302521008,0.7356060606060606,0.1579395567337936,0.72,8.0,8.0,0.0,8,8.0,8,legacy_elasticnet_then_mrmr_k8_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/ADC/fs_method_comparison/legacy_elasticnet_then_mrmr_k8_no_smote,legacy_elasticnet_then_mrmr_k8,elasticnet_then_mrmr,8,False,30,4,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5555555555555556
KNN,0.7122895392751852,0.0927242155059282,0.69265625,0.7222112158567267,0.1315093456410449,0.6872782160607532,0.7015766841853799,0.0793796126762809,0.7017543859649122,0.7083639021796916,0.062525055892031,0.690625,0.7349673202614379,0.1644619004212279,0.7142857142857143,0.8008187134502924,0.1818755194045301,0.78125,0.7356100145416014,0.0842630295660229,0.746268656716418,0.615909090909091,0.2524171485779741,0.6,10.0,10.0,0.0,10,10.0,10,legacy_elasticnet_then_mrmr_k10_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/ADC/fs_method_comparison/legacy_elasticnet_then_mrmr_k10_no_smote,legacy_elasticnet_then_mrmr_k10,elasticnet_then_mrmr,10,False,35,3,1.4285714285714286,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.8888888888888888
LogisticRegression,0.7079457482089061,0.1095749435129184,0.6784375,0.7673660538551185,0.0926051879494656,0.7049569052346233,0.6346638868377998,0.0606376898400296,0.631578947368421,0.6216074276600593,0.072519450975449,0.628125,0.6890983412722542,0.1117378148645981,0.6774193548387096,0.6611802232854864,0.230371357719695,0.65625,0.6421804511278195,0.1098368346705153,0.6666666666666666,0.5820346320346321,0.3100171650153409,0.6,6.0,6.0,0.0,6,6.0,6,legacy_elasticnet_then_mrmr_k6_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/ADC/fs_method_comparison/legacy_elasticnet_then_mrmr_k6_no_smote,legacy_elasticnet_then_mrmr_k6,elasticnet_then_mrmr,6,False,22,3,1.3636363636363635,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.5555555555555554
