Metric,Value
ROC-AUC,0.7122896634615384
PR-AUC,0.78042061676996
Balanced Acc.,0.6466346153846154
Sensitivity,0.8125
Specificity,0.4807692307692308
PPV,0.6582278481012658
NPV,0.6756756756756757
Kappa,0.30142063001853003
