Metric,Value
ROC-AUC,0.719047619047619
PR-AUC,0.7999025684833445
Balanced Acc.,0.6050793650793651
Sensitivity,0.7301587301587301
Specificity,0.48
PPV,0.6388888888888888
NPV,0.5853658536585366
Kappa,0.2141355329128255
