Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
ExtraTrees,0.5622282262263879,0.12654898814753227,0.25980392156862747,0.8482142857142858,0.6531150593475742,0.09874351927041344,0.5058185378018303,0.8731070685850097,0.540745875782027,0.08601097662440273,0.3103448275862069,0.7241379310344828,0.5399125323206205,0.0846634760848925,0.3137254901960784,0.7115384615384616,0.6068575852534192,0.1099403710015374,0.38461538461538464,0.8888888888888888,0.5518259803921568,0.22003636030398405,0.1875,1.0,0.5521600230699345,0.13075163863902017,0.2857142857142857,0.8,0.5279990842490843,0.24469901463973495,0.0,0.9230769230769231,6.9,1.8088103471052106,4.0,8.0
LogisticRegression,0.5468388581394097,0.10491014042607061,0.28959276018099545,0.7647058823529411,0.6330716508761702,0.08740422386467556,0.4754665476211883,0.8336279970190005,0.5137423047948632,0.10727221086302584,0.26666666666666666,0.8333333333333334,0.5115182948179271,0.10575536045612074,0.28717948717948716,0.8257918552036199,0.5643994686728819,0.11603839018725086,0.2222222222222222,0.8333333333333334,0.5289889705882354,0.17628783959915573,0.11764705882352941,0.8823529411764706,0.5365141555062661,0.13067402765480987,0.15384615384615385,0.8571428571428571,0.49404761904761896,0.17608532799384136,0.08333333333333333,0.8333333333333334,6.9,1.8088103471052106,4.0,8.0
XGBoost,0.542582473694606,0.09283600010530871,0.3854166666666667,0.7716346153846154,0.6065197997358945,0.07650821875227194,0.5029030044453385,0.7665173975450846,0.563032381658633,0.08321093802973797,0.35714285714285715,0.7586206896551724,0.5473848914565826,0.09129079948055722,0.3125,0.7573529411764706,0.6106981269807504,0.09244183520727096,0.45454545454545453,0.8333333333333334,0.6825674019607844,0.26504263249435656,0.1875,1.0,0.6130948668074542,0.12514852966686735,0.2857142857142857,0.7878787878787878,0.41220238095238104,0.3350636592177697,0.0,0.8461538461538461,6.9,1.8088103471052106,4.0,8.0
SVM_Linear,0.5407982968828557,0.13620835717455088,0.2171945701357466,0.7589285714285714,0.6226078761380802,0.1006976711533371,0.4334545904372134,0.8238508223802342,0.5168798518047684,0.08940313643903022,0.3333333333333333,0.7,0.5242057544171514,0.07484158590724133,0.34375,0.6900452488687783,0.49449160151646276,0.27028117172390065,0.0,1.0,0.4575919117647059,0.3498629999793625,0.0,1.0,0.4294849418846736,0.27879756216051527,0.0,0.7428571428571429,0.5908195970695971,0.3241125317886158,0.0,1.0,6.9,1.8088103471052106,4.0,8.0
