model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
LogisticRegression,5,117,0.7162804515745692,0.6581196581196581,0.6635472370766489,0.7321428571428571,0.6212121212121212,0.6721311475409836,0.7058823529411765,0.7731150793650794,0.6719331322272499,0.7024824929971989,0.7811229946524063,0.6416316526610644,0.6732050323968761,0.7633333333333333,0.08530144737141539,0.11798138131813203,0.06717610892771174,0.13090681903589427,0.16976463976672773,0.08061240826564989,0.18808981306221179
