Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features
NaiveBayes,0.667490179573513,0.09266192898438341,0.5902366863905325,0.7244469644499231,0.05884212303225101,0.6651341896472192,0.5651318812609135,0.04357320928889774,0.5726495726495726,0.5802398989898989,0.07466239100339504,0.55,0.5899119271533064,0.1411411886283368,0.5903614457831325,0.7827020202020203,0.20159693664540074,0.7538461538461538,0.6394727194727194,0.0683213346306296,0.6621621621621622,0.37777777777777777,0.2270584848790187,0.34615384615384615,16.0
LightGBM,0.603009960718294,0.10293206512178012,0.5596153846153847,0.7070305254113469,0.05523561446788275,0.6690524633361712,0.4944481205771529,0.04929714114163314,0.5042735042735043,0.5111616161616162,0.05445300866375939,0.5076923076923077,0.5449009324009324,0.12424238324214196,0.5636363636363636,0.5045454545454545,0.1561166786585338,0.47692307692307695,0.4952286635635782,0.08215179466012693,0.5166666666666667,0.5177777777777778,0.1740724980228101,0.5384615384615384,16.0
LogisticRegression,0.5987485970819304,0.1139670730584292,0.5390532544378699,0.6414371697359486,0.123592414224467,0.6010500094060838,0.5281702049443984,0.04028540409995593,0.5213675213675214,0.5408080808080808,0.07180436440976963,0.5346153846153846,0.4947402597402597,0.28713815804950427,0.6,0.4616161616161616,0.2790393756551277,0.4153846153846154,0.4400745573159366,0.22663473422464317,0.4909090909090909,0.6199999999999999,0.3225209343382531,0.6538461538461539,16.0
XGBoost,0.5901641414141414,0.06264922497737943,0.598224852071006,0.6892830962300132,0.08393124158140505,0.6698497100959377,0.5551419906258616,0.08264835265368739,0.5555555555555556,0.5676136363636364,0.11253199331948714,0.5538461538461539,0.5962515262515262,0.09765274036925677,0.6065573770491803,0.6241161616161616,0.2285010298461496,0.5692307692307692,0.5770963803221868,0.0838174882125339,0.5873015873015873,0.5111111111111111,0.2065591117977289,0.5384615384615384,16.0
RandomForest,0.5820735129068463,0.10338283654485714,0.5526627218934912,0.6603807775434698,0.05847864417928222,0.6165389959540448,0.5761988787795239,0.04898759757318793,0.5811965811965812,0.5976136363636363,0.0789789269421184,0.5769230769230769,0.6379323308270677,0.1472166434917572,0.625,0.657449494949495,0.20384810670467585,0.6153846153846154,0.6025,0.0630597384409807,0.6201550387596899,0.5377777777777778,0.24480781073636287,0.5384615384615384,16.0
ExtraTrees,0.5641301907968574,0.14159476627768602,0.5775147928994083,0.6641656019368486,0.05776973602269812,0.6381416105172156,0.5084183439022149,0.09618640219647359,0.5213675213675214,0.5376136363636363,0.1163523110852031,0.5153846153846153,0.5658008658008657,0.1276549903275889,0.5692307692307692,0.6241161616161616,0.2285010298461496,0.5692307692307692,0.5529592066711742,0.08497308351285701,0.5692307692307692,0.45111111111111113,0.24114951051112063,0.46153846153846156,16.0
KNN,0.550148709315376,0.10203096240537501,0.5329881656804734,0.6039550242564008,0.16340402491586709,0.5845366928917421,0.5227359617682199,0.06969748321175491,0.5384615384615384,0.5461363636363636,0.09276176159299326,0.5230769230769231,0.5871383002961951,0.16275018198020802,0.5733333333333334,0.718939393939394,0.2279585611497608,0.6615384615384615,0.5918095238095238,0.08655167672416388,0.6142857142857143,0.37333333333333335,0.308688984074406,0.38461538461538464,16.0
SVM_Linear,0.5448246352413019,0.1264921133099338,0.48801775147928994,0.6008703723818912,0.1313708927994434,0.5785619352724249,0.49664460987041636,0.03813020367343445,0.5042735042735043,0.5097474747474747,0.07673271399475133,0.47500000000000003,0.5402387934646,0.12518899737819503,0.5393258426966292,0.7772727272727272,0.1983402202661039,0.7384615384615385,0.6045666091623538,0.05448625585592015,0.6233766233766234,0.2422222222222222,0.22797010850190508,0.21153846153846154,16.0
GradientBoosting,0.5445889450056117,0.14362663507092224,0.5318047337278107,0.6760690657242275,0.08747941215240691,0.6168143875181504,0.5375507765830346,0.07490455818285861,0.5555555555555556,0.5462247474747475,0.07255301883299863,0.5480769230769231,0.5699245852187029,0.1465892522432569,0.5970149253731343,0.6213383838383838,0.1471208306888223,0.6153846153846154,0.5722171433546646,0.10794698116535639,0.6060606060606061,0.4711111111111112,0.17576639940697944,0.4807692307692308,16.0
SVM_RBF,0.48814534231200896,0.14516675292955877,0.47751479289940824,0.5971983767086899,0.13787116211300587,0.551538550022894,0.5166446098704164,0.03446923319949171,0.5213675213675214,0.5355050505050505,0.07061386353033916,0.49423076923076925,0.5645245077503142,0.1401728990457478,0.5517241379310345,0.7843434343434343,0.2063896165236881,0.7384615384615385,0.6148523234480681,0.05415052899792303,0.631578947368421,0.28666666666666674,0.2700160031837162,0.25,16.0
