Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
1,90,27,145,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_Linear,0.7098765432098766,0.5555555555555556,0.6111111111111112,0.8049405869087747,0.8,0.4444444444444444,0.5714285714285714,0.7777777777777778,0.4532142857142857
2,97,20,145,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",SVM_Linear,0.5757575757575757,0.5,0.4949494949494949,0.7434718875895348,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.4444444444444444,0.5285294117647058
3,86,31,145,"['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",SVM_Linear,0.6125,0.5161290322580645,0.5,0.6271021751260722,0.5161290322580645,1.0,0.6808510638297872,0.0,0.45100000000000007
4,91,26,145,"['Pre_D_P11', 'Pre_D_P12', 'Pre_D_P17', 'Pre_D_P19', 'Pre_D_P21', 'Pre_D_P34', 'Pre_D_P35', 'Pre_D_P39']",SVM_Linear,0.28125,0.5769230769230769,0.50625,0.5538685034463824,0.6190476190476191,0.8125,0.7027027027027027,0.2,0.5608823529411765
5,104,13,145,"['Pre_D_P2', 'Pre_D_P23', 'Pre_D_P28', 'Pre_D_P32', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P44', 'Pre_D_P45', 'Pre_D_P9']",SVM_Linear,0.7500000000000001,0.46153846153846156,0.6111111111111112,0.5011904761904762,0.36363636363636365,1.0,0.5333333333333333,0.2222222222222222,0.572741935483871
