fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015384615384615385,0.9013032012087523
0.019230769230769232,0.015384615384615385,0.8798731361186178
0.019230769230769232,0.09230769230769231,0.8033480988525176
0.038461538461538464,0.09230769230769231,0.8028705330659488
0.038461538461538464,0.2,0.7189438739328402
0.057692307692307696,0.2,0.7009814852636826
0.057692307692307696,0.23076923076923078,0.6921334322571961
0.09615384615384616,0.23076923076923078,0.6842094325659204
0.09615384615384616,0.24615384615384617,0.6756845559971092
0.11538461538461539,0.24615384615384617,0.6606762796651516
0.11538461538461539,0.27692307692307694,0.6498619804565604
0.1346153846153846,0.27692307692307694,0.6472352889578211
0.1346153846153846,0.35384615384615387,0.6413467259963068
0.15384615384615385,0.35384615384615387,0.6380575471342363
0.15384615384615385,0.4,0.6232466227686698
0.17307692307692307,0.4,0.6226884436919587
0.17307692307692307,0.4461538461538462,0.6150410975734917
0.21153846153846154,0.4461538461538462,0.6110400514969047
0.21153846153846154,0.46153846153846156,0.6089791606217619
0.25,0.46153846153846156,0.6058613386026495
0.25,0.5076923076923077,0.6008308608564714
0.2692307692307692,0.5076923076923077,0.5995701459877681
0.2692307692307692,0.5384615384615384,0.5970592312018262
0.28846153846153844,0.5384615384615384,0.5962423598220756
0.28846153846153844,0.5692307692307692,0.5901751047679762
0.3076923076923077,0.5692307692307692,0.5868895028592848
0.3076923076923077,0.6307692307692307,0.5725407224239082
0.40384615384615385,0.6307692307692307,0.5641927945736753
0.40384615384615385,0.6461538461538462,0.563797522626181
0.4230769230769231,0.6461538461538462,0.5637965386820921
0.4230769230769231,0.7230769230769231,0.5474135883582286
0.46153846153846156,0.7230769230769231,0.5454495393451056
0.46153846153846156,0.7384615384615385,0.5444574553509104
0.5192307692307693,0.7384615384615385,0.5359243076150377
0.5192307692307693,0.7692307692307693,0.5243926989712419
0.5961538461538461,0.7692307692307693,0.5098382652426363
0.6346153846153846,0.7692307692307693,0.5
0.6346153846153846,0.8307692307692308,0.48415485557334353
0.6923076923076923,0.8307692307692308,0.46766100847102426
0.6923076923076923,0.8461538461538461,0.4634241150515352
0.7692307692307693,0.8461538461538461,0.45513044240262784
0.7692307692307693,0.8769230769230769,0.4433792717633376
0.7884615384615384,0.8769230769230769,0.4423615048454183
0.7884615384615384,0.8923076923076924,0.43579219169115146
0.8653846153846154,0.8923076923076924,0.42270708948916363
0.8653846153846154,0.9076923076923077,0.4050131472443459
0.8846153846153846,0.9076923076923077,0.3540544409542474
0.8846153846153846,0.9538461538461539,0.3173208087559511
0.9423076923076923,0.9538461538461539,0.2873211889013775
0.9423076923076923,0.9846153846153847,0.2634234500977423
1.0,0.9846153846153847,0.08251839147633228
1.0,1.0,0.0735880302686456
