metric,mean,std,min,max,pooled
AUC,0.7169262065095399,0.12024953695211531,0.59375,0.9166666666666666,0.6896449704142013
PR_AUC,0.7918756483208714,0.023607832757838728,0.7538239538239537,0.8205607741346064,0.7523408734179664
Accuracy,0.6455665839536808,0.10521179726107609,0.5,0.7692307692307693,0.6410256410256411
Bal_Accuracy,0.6569191919191919,0.11889940137005969,0.5,0.8333333333333333,0.6423076923076922
F1_Score,0.6484884486710045,0.11526389356857022,0.47058823529411764,0.75,0.6612903225806451
Precision,0.6736371471665589,0.07485096904262875,0.5714285714285714,0.7647058823529411,0.6949152542372882
Recall,0.6671717171717171,0.21942918778548753,0.36363636363636365,1.0,0.6307692307692307
