Fold,Feature_Rank_in_Fold,Feature_Name
1,1,GLCM_Autocorrelation
1,2,Morph_Compactness2
1,3,GLCM_InverseVariance
1,4,IH_MinimumHistogramGradientGreyLevel_Intensity
1,5,Morph_Sphericity
1,6,IB_MedianIntensity
1,7,Morph_Compactness1
1,8,IB_50thIntensityPercentile
1,9,GLCM_InverseDifferenceMoment
1,10,IH_IntensityHistogramMode_Intensity
2,1,GLCM_JointAverage
2,2,Morph_Compactness2
2,3,IH_MinimumHistogramGradientGreyLevel_Intensity
2,4,Morph_Sphericity
2,5,GLCM_SumAverage
2,6,IH_IntensityHistogramMode_Intensity
2,7,Morph_Compactness1
2,8,GLRLM_RunEntropy
2,9,GLRLM_LongRunHighGreyLevelEmphasis
2,10,IH_AreaUnderCurveCIVH_Intensity
3,1,IH_IntensityHistogramMode_Intensity
3,2,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
3,3,GLSZM_LowGrayLevelZoneEmphasis
3,4,Morph_Sphericity
3,5,GLRLM_HighGreyLevelRunEmphasis
3,6,Morph_Compactness1
3,7,GLRLM_RunPercentage
3,8,GLRLM_LongRunHighGreyLevelEmphasis
3,9,Morph_Compactness2
3,10,IH_MinimumHistogramGradientGreyLevel_Intensity
4,1,IH_IntensityHistogramMode_Intensity
4,2,NGTDM_Coarseness
4,3,GLCM_InverseVariance
4,4,Morph_Sphericity
4,5,IH_MinimumHistogramGradientGreyLevel_Intensity
4,6,GLSZM_LargeZoneEmphasis
4,7,GLRLM_ShortRunLowGreyLevelEmphasis
4,8,Morph_Compactness1
4,9,GLRLM_LongRunHighGreyLevelEmphasis
4,10,Morph_Compactness2
5,1,IB_75thIntensityPercentile
5,2,Morph_Sphericity
5,3,GLRLM_HighGreyLevelRunEmphasis
5,4,Morph_Compactness1
5,5,GLCM_InverseDifferenceMoment
5,6,Morph_Compactness2
5,7,IB_50thIntensityPercentile
5,8,IB_MedianIntensity
5,9,GLRLM_ShortRunHighGreyLevelEmphasis
5,10,GLCM_SumEntropy
