Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LightGBM vs ExtraTrees,LightGBM,ExtraTrees,0.726837019085823,0.7051513080221213,0.02168571106370155,6.0,0.8125,0.9140625
LightGBM vs GradientBoosting,LightGBM,GradientBoosting,0.726837019085823,0.7106798101774179,0.016157208908405097,5.0,0.625,0.9140625
LightGBM vs KNN,LightGBM,KNN,0.726837019085823,0.6882295615070735,0.03860745757874947,4.0,0.4375,0.9140625
LightGBM vs LogisticRegression,LightGBM,LogisticRegression,0.726837019085823,0.7023135087489154,0.024523510336907483,6.0,0.8125,0.9140625
LightGBM vs NaiveBayes,LightGBM,NaiveBayes,0.726837019085823,0.6057774256578086,0.12105959342801453,2.0,0.1875,0.9140625
LightGBM vs RandomForest,LightGBM,RandomForest,0.726837019085823,0.7176872622327168,0.00914975685310616,5.0,0.625,0.9140625
LightGBM vs SVM_Linear,LightGBM,SVM_Linear,0.726837019085823,0.7322276306008363,-0.005390611515013422,7.0,1.0,1.0
LightGBM vs SVM_RBF,LightGBM,SVM_RBF,0.726837019085823,0.7417956967717734,-0.014958677685950394,2.0,0.75,0.9140625
LightGBM vs XGBoost,LightGBM,XGBoost,0.726837019085823,0.7624075454936698,-0.035570526407846956,3.0,0.3125,0.9140625
