Metric,Value
ROC-AUC,0.6768749999999999
PR-AUC,0.7138176360767348
Balanced Acc.,0.656875
Sensitivity,0.59375
Specificity,0.72
PPV,0.7307692307692307
NPV,0.5806451612903226
Kappa,0.3057247259439708
