Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",LogisticRegression,0.8846153846153846,0.6,0.7692307692307692,0.9830052368920433,1.0,0.5384615384615384,0.7,1.0,0.6724553224553224
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",SVM_RBF,0.6153846153846154,0.5333333333333333,0.7307692307692308,0.9345409400204134,1.0,0.46153846153846156,0.631578947368421,1.0,0.5374514374514375
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",SVM_Linear,0.8846153846153846,0.7666666666666667,0.8653846153846154,0.9830052368920433,1.0,0.7307692307692307,0.8444444444444444,1.0,0.6479215229215229
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",SVM_Poly,0.701923076923077,0.8,0.46153846153846156,0.9200328606733585,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.0,0.48494560994561
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",RandomForest,0.9182692307692308,0.4666666666666667,0.6923076923076923,0.9880282935455347,1.0,0.38461538461538464,0.5555555555555556,1.0,0.6522889147889147
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",GradientBoosting,0.9134615384615385,0.6,0.7692307692307692,0.9864898320070733,1.0,0.5384615384615384,0.7,1.0,0.6570253820253821
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",ExtraTrees,0.9038461538461539,0.4666666666666667,0.6923076923076923,0.986602564102564,1.0,0.38461538461538464,0.5555555555555556,1.0,0.6865449365449366
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",KNN,0.7211538461538461,0.5,0.5,0.9467985719522467,0.8666666666666667,0.5,0.6341463414634146,0.5,0.6074462574462575
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",NaiveBayes,0.8461538461538461,0.5,0.7115384615384616,0.9758062482962936,1.0,0.4230769230769231,0.5945945945945946,1.0,0.5945868945868945
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",XGBoost,0.7836538461538461,0.6333333333333333,0.7884615384615384,0.9667170993257949,1.0,0.5769230769230769,0.7317073170731707,1.0,0.6423012173012173
1,87,30,2,"['Pre_D_P1', 'Pre_D_P18', 'Pre_D_P21', 'Pre_D_P22', 'Pre_D_P28', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P36', 'Pre_D_P4', 'Pre_D_P41', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P7']",LightGBM,0.8317307692307693,0.5333333333333333,0.7307692307692308,0.9753459503459503,1.0,0.46153846153846156,0.631578947368421,1.0,0.6898828023828024
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",LogisticRegression,0.4154589371980676,0.46875,0.427536231884058,0.2901588057502036,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.5217391304347826,0.7433989621489623
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",SVM_RBF,0.39613526570048313,0.46875,0.427536231884058,0.35049933053523363,0.21428571428571427,0.3333333333333333,0.2608695652173913,0.5217391304347826,0.7508267195767195
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",SVM_Linear,0.41545893719806765,0.65625,0.5241545893719807,0.28552917612057394,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.8260869565217391,0.7602894790394791
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",SVM_Poly,0.3961352657004831,0.65625,0.5241545893719807,0.2779989249628718,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.8260869565217391,0.7146291208791209
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",RandomForest,0.3743961352657005,0.34375,0.3405797101449275,0.2663137415153544,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.34782608695652173,0.7672021265771266
2,85,32,2,"['Pre_D_P10', 'Pre_D_P11', 'Pre_D_P14', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P33', 'Pre_D_P34', 'Pre_D_P37', 'Pre_D_P42', 'Pre_D_P48', 'Pre_D_P49', 'Pre_D_P6']",GradientBoosting,0.4323671497584541,0.4375,0.43961352657004826,0.2991263864820836,0.23529411764705882,0.4444444444444444,0.3076923076923077,0.43478260869565216,0.8152218152218152
