Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6435,+0.1499,2.33e-03,1.05e-01,✓,✗
NaiveBayes,0.6990,+0.0943,2.08e-03,9.35e-02,✓,✗
GradientBoosting,0.7034,+0.0899,6.51e-03,2.93e-01,✓,✗
XGBoost,0.7260,+0.0674,4.03e-02,1.00e+00,✓,✗
ExtraTrees,0.7523,+0.0411,2.25e-01,1.00e+00,✗,✗
SVM_Linear,0.7614,+0.0320,3.08e-02,1.00e+00,✓,✗
LogisticRegression,0.7658,+0.0276,5.89e-01,1.00e+00,✗,✗
RandomForest,0.7679,+0.0255,9.71e-01,1.00e+00,✗,✗
KNN,0.7846,+0.0088,8.56e-01,1.00e+00,✗,✗
