fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7592592592592593,0.889023908190575,0.7037037037037037,0.7222222222222222,0.75,0.8571428571428571,0.6666666666666666,6
2,0.35353535353535354,0.5867746288798921,0.45,0.46969696969696967,0.35294117647058826,0.5,0.2727272727272727,6
3,0.6937500000000001,0.7147904751365429,0.5806451612903226,0.5854166666666667,0.5185185185185185,0.6363636363636364,0.4375,6
4,0.35625,0.5395132645132645,0.46153846153846156,0.43125,0.5625,0.5625,0.5625,6
5,0.6666666666666667,0.5654761904761905,0.5384615384615384,0.5277777777777778,0.4,0.3333333333333333,0.5,6
6,0.6888888888888889,0.7969803807303807,0.5263157894736842,0.5111111111111111,0.64,0.5333333333333333,0.8,6
7,0.6476190476190475,0.8020859627592791,0.5806451612903226,0.611904761904762,0.6285714285714286,0.7857142857142857,0.5238095238095238,6
8,0.6333333333333333,0.7627606943080387,0.5405405405405406,0.5606060606060606,0.5405405405405406,0.6666666666666666,0.45454545454545453,6
9,0.2,0.26785714285714285,0.5714285714285714,0.4,0.0,0.0,0.0,6
10,0.6615384615384615,0.6725094788252682,0.5652173913043478,0.5807692307692307,0.5833333333333334,0.5,0.7,6
11,0.6764705882352942,0.6610380694820054,0.48148148148148145,0.5264705882352941,0.5,0.3888888888888889,0.7,6
12,0.5111111111111111,0.7237925555273113,0.42857142857142855,0.5111111111111111,0.3333333333333333,0.6666666666666666,0.2222222222222222,6
13,0.7823529411764706,0.8857717138685997,0.6296296296296297,0.7058823529411764,0.5833333333333334,1.0,0.4117647058823529,6
14,0.7291666666666666,0.6964285714285714,0.375,0.5,0.375,0.25,0.75,6
15,0.75,0.9452553971226572,0.42105263157894735,0.65625,0.47619047619047616,1.0,0.3125,6
