Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
NaiveBayes,0.6910,+0.0672,5.32e-05,2.40e-03,✓,✓
GradientBoosting,0.7088,+0.0495,1.79e-01,1.00e+00,✗,✗
XGBoost,0.7189,+0.0393,6.62e-01,1.00e+00,✗,✗
KNN,0.7191,+0.0391,1.05e-01,1.00e+00,✗,✗
RandomForest,0.7254,+0.0328,2.54e-01,1.00e+00,✗,✗
LightGBM,0.7321,+0.0261,8.68e-01,1.00e+00,✗,✗
LogisticRegression,0.7417,+0.0165,8.79e-01,1.00e+00,✗,✗
ExtraTrees,0.7441,+0.0141,4.65e-01,1.00e+00,✗,✗
SVM_Linear,0.7553,+0.0029,9.14e-01,1.00e+00,✗,✗
