fold,C,l1_ratio
1,0.1764950771205521,0.1719410127325942
2,0.18403439376954148,0.2740737470416992
3,0.18403439376954148,0.2740737470416992
4,0.3675257878593652,0.20920212211718958
5,0.3675257878593652,0.20920212211718958
