Fold,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC,Kappa
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",LogisticRegression,0.6728395061728396,0.6666666666666666,0.6388888888888888,0.8048501824972414,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.5555555555555556,0.7166153846153845,0.2702702702702703
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",SVM_RBF,0.3209876543209877,0.6666666666666666,0.5,0.6069325863741891,0.6666666666666666,1.0,0.8,0.0,0.3589230769230769,0.0
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",SVM_Linear,0.7037037037037037,0.7037037037037037,0.6944444444444444,0.8138842243371229,0.8125,0.7222222222222222,0.7647058823529411,0.6666666666666666,0.705076923076923,0.36842105263157887
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",RandomForest,0.6851851851851851,0.6666666666666666,0.6111111111111112,0.8235660889312683,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.4444444444444444,0.582,0.22857142857142854
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",GradientBoosting,0.7345679012345678,0.6296296296296297,0.5555555555555556,0.8370720274372068,0.7,0.7777777777777778,0.7368421052631579,0.3333333333333333,0.6243076923076923,0.11764705882352944
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",ExtraTrees,0.7777777777777778,0.7407407407407407,0.6944444444444444,0.8801208912728522,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.5555555555555556,0.6435384615384615,0.4
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",KNN,0.6728395061728395,0.6666666666666666,0.5833333333333334,0.833831512493064,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.3333333333333333,0.6012307692307692,0.18181818181818177
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",NaiveBayes,0.6296296296296297,0.6296296296296297,0.5277777777777778,0.7944413302746637,0.6818181818181818,0.8333333333333334,0.75,0.2222222222222222,0.6366052631578947,0.0625
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",XGBoost,0.7469135802469136,0.6666666666666666,0.6111111111111112,0.8735114580329841,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.4444444444444444,0.5666153846153846,0.22857142857142854
1,90,27,18,18,auto,auto,corr_mrmr,"['T2_P1', 'T2_P10', 'T2_P16', 'T2_P20', 'T2_P22', 'T2_P25', 'T2_P3', 'T2_P31', 'T2_P4', 'T2_P49', 'T2_P7']",LightGBM,0.7037037037037037,0.6666666666666666,0.6388888888888888,0.8311868804491186,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.5555555555555556,0.6243076923076923,0.2702702702702703
