fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,100,3,0.011648420257877943,0.8021725718543157,0.6881262271486814,0.0021639569109615053,0.004671720805549375
2,150,6,0.015701006471054813,0.7165296626648986,0.61166208841746,0.00020095919453941253,4.788700222797458
3,300,8,0.01226144306124255,0.9562183778914016,0.7884507497000164,0.048119067425824946,0.004695214397948433
4,50,4,0.11999828186862256,0.8008894495758392,0.645136686657114,1.1957083680768499,0.0002718424747511554
5,50,8,0.2499872372751497,0.8409186630923462,0.6938831401633154,1.856487532402193e-05,6.904106655874299e-07
