Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features
RandomForest,0.7286285936285936,0.10288901028161944,0.6959228135698723,0.7579981700940686,0.0707293951688287,0.7311039423670529,0.6396419437340153,0.13698607001414922,0.6228070175438597,0.6632770007770008,0.11106826864604386,0.626984126984127,0.68992340992341,0.16287427295974236,0.6851851851851852,0.6439782439782441,0.18764618634117586,0.5873015873015873,0.637992673992674,0.14326695871729384,0.6324786324786325,0.6825757575757576,0.15031036150253568,0.6666666666666666,20.0
GradientBoosting,0.7147416472416471,0.12806923120526076,0.6738250855897915,0.7703123063773026,0.05657697219559986,0.7276987343111256,0.659846547314578,0.14715108859219908,0.6491228070175439,0.6820901320901321,0.12472798937464197,0.6545284780578898,0.713076923076923,0.159874210908481,0.7169811320754716,0.6482711732711733,0.21153976010326747,0.6031746031746031,0.6501831501831502,0.15701002779431958,0.6551724137931034,0.715909090909091,0.14290377043068453,0.7058823529411765,20.0
SVM_RBF,0.7094308469308469,0.118653428780574,0.6741363211951447,0.756358685847434,0.14032168822166122,0.7384382801850584,0.6687979539641944,0.13844327826523622,0.6578947368421053,0.693873348873349,0.11634832333416949,0.6624649859943978,0.7221406371406373,0.16864925654657933,0.7222222222222222,0.6636557886557887,0.2275621086513247,0.6190476190476191,0.6565730565730565,0.1554296049210575,0.6666666666666666,0.724090909090909,0.16828989156602897,0.7058823529411765,20.0
LogisticRegression,0.7022785547785547,0.11102309918605589,0.6710239651416122,0.7517576761513142,0.1330800873890115,0.7376134273498609,0.668542199488491,0.16235555188169695,0.6578947368421053,0.6883177933177933,0.14207496899489563,0.6643323996265172,0.7057264957264957,0.15682062834576566,0.7307692307692307,0.6593628593628594,0.20586069214341715,0.6031746031746031,0.6606515962014683,0.16665568898815833,0.6608695652173913,0.7172727272727272,0.13788245083379497,0.7254901960784313,20.0
XGBoost,0.6982867132867133,0.10364046089752507,0.634920634920635,0.7669116949643021,0.05688419491447492,0.6905543618592214,0.627621483375959,0.1556920994370634,0.6140350877192983,0.6574436674436674,0.12417356730871329,0.61531279178338,0.6593223443223444,0.13399198304706325,0.6666666666666666,0.6871600621600621,0.2322213260711043,0.6031746031746031,0.6407407407407407,0.1611440673595383,0.6333333333333333,0.6277272727272727,0.1379483673919909,0.6274509803921569,20.0
ExtraTrees,0.6899436674436674,0.11971490223018111,0.6937441643323997,0.7087473136784244,0.15708835564007584,0.7332897253829738,0.6805626598465474,0.12112722055603913,0.6666666666666666,0.69736790986791,0.10130353909461744,0.6722689075630253,0.7286324786324786,0.14672502972822044,0.7358490566037735,0.6606449106449107,0.161143948085766,0.6190476190476191,0.6738606164693122,0.1257656666869663,0.6724137931034483,0.7340909090909091,0.11063303946600947,0.7254901960784313,20.0
SVM_Linear,0.6703379953379953,0.13354805480977458,0.6230936819172114,0.72756362667444,0.1221982247435589,0.6893020951158564,0.6570332480818415,0.14223812240825368,0.6491228070175439,0.6821309246309247,0.12269113840894469,0.6507936507936507,0.6926961926961928,0.16600272010234834,0.7017543859649122,0.6818376068376069,0.249061720892216,0.6349206349206349,0.6525299987368953,0.1624672553097655,0.6666666666666666,0.6824242424242424,0.17613491364668732,0.6666666666666666,20.0
KNN,0.6551107226107227,0.07973757207592241,0.6574852163087457,0.6745760049482283,0.116004800687646,0.6615712816947842,0.6163682864450128,0.094011949990037,0.6228070175438597,0.6000291375291374,0.0952905121380584,0.623249299719888,0.6295815295815295,0.13847521836701696,0.6724137931034483,0.5811188811188811,0.15082071449808576,0.6190476190476191,0.5995862752384491,0.14009142462748245,0.6446280991735537,0.6189393939393939,0.1375487224804894,0.6274509803921569,20.0
LightGBM,0.646691919191919,0.12173169367244842,0.5950824774354186,0.7057951281846286,0.08226185165061424,0.6496614323209602,0.6219948849104859,0.13772230097488833,0.6140350877192983,0.6307672882672882,0.1287539939907044,0.6134453781512605,0.6453388278388278,0.1470930204092461,0.6610169491525424,0.6439588189588189,0.1786765660427273,0.6190476190476191,0.6277777777777777,0.1421180173806176,0.639344262295082,0.6175757575757576,0.13593400332467018,0.6078431372549019,20.0
NaiveBayes,0.6440190365190365,0.052460324065858814,0.6613756613756614,0.6987068891848411,0.12366838014010292,0.7031943842206593,0.6171355498721228,0.08109312629819942,0.631578947368421,0.5860198135198136,0.04900116204982047,0.6050420168067226,0.5871308364956278,0.09829026693283413,0.6206896551724138,0.8164335664335663,0.12236430163932478,0.8571428571428571,0.679355708199287,0.09680501496084645,0.72,0.3556060606060606,0.15561690381505597,0.35294117647058826,20.0
