model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
XGBoost,5,113,0.7039848197343453,0.6194690265486725,0.6166982922201139,0.6557377049180327,0.6451612903225806,0.6504065040650406,0.5882352941176471,0.8082128427128428,0.6191846491614874,0.6721554834054834,0.6605372405372405,0.717922077922078,0.6483994266602963,0.6263888888888889,0.08982913804091898,0.1100975324759361,0.10148912191118163,0.18327420139740838,0.2092326695372561,0.10011971652640282,0.20414304474081252
