Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.06623231142590097,4
GLSZM_GreyLevelVariance,GLSZM_GreyLevelVariance,0.059170792915959204,3
Morph_Compacity,Morph_Compacity,0.05414216964204768,3
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.04341053237604877,2
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.03975768503001202,3
IB_IntensitySkewness,IB_IntensitySkewness,0.03905888050502194,5
GLRLM_ShortRunLowGreyLevelEmphasis,GLRLM_ShortRunLowGreyLevelEmphasis,0.03029121945777186,2
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.02606089597293319,2
GLSZM_ZoneSizeVariance,GLSZM_ZoneSizeVariance,0.008641912759312543,2
IH_MaximumHistogramGradient_Intensity,IH_MaximumHistogramGradient_Intensity,0.0037627951798691727,2
GLRLM_LongRunLowGreyLevelEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.0017847559761942399,2
