iter	Logloss
0	0.609485818
1	0.5469773309
2	0.4960411598
3	0.4501781874
4	0.4005381317
5	0.3579462275
6	0.32587024
7	0.2926621562
8	0.2620414529
9	0.2330786174
10	0.2093688348
11	0.1891675547
12	0.1743112666
13	0.1569848237
14	0.1441045722
15	0.1311061937
16	0.1197566204
17	0.1101345031
18	0.09994785917
19	0.09082519186
20	0.08434923502
21	0.07764633904
22	0.07075435904
23	0.0657581516
24	0.06104240243
25	0.05561146598
26	0.05115708842
27	0.04821825492
28	0.04467068901
29	0.04205820062
30	0.0396585676
31	0.03712439723
32	0.03512108403
33	0.03340069072
34	0.03138931251
35	0.02972543202
36	0.02802826146
37	0.02684547456
38	0.02522926227
39	0.02385068888
40	0.02252103076
41	0.02156693294
42	0.02057286524
43	0.0197096123
44	0.01881066743
45	0.01794715819
46	0.01713887997
47	0.01662055967
48	0.01590669371
49	0.0154433921
50	0.01478274666
51	0.01437096594
52	0.01378405737
53	0.01331424429
54	0.01289116613
55	0.01242168061
56	0.01192297578
57	0.0115023391
58	0.01117869265
59	0.01087234402
60	0.01050710135
61	0.01019796361
62	0.009810102443
63	0.009538476105
64	0.009259247509
65	0.009022052426
66	0.008819497618
67	0.008602785322
68	0.008461577377
69	0.008332948967
70	0.008155233063
71	0.007957031652
72	0.007786364798
73	0.007664490953
74	0.007507921914
75	0.00738111225
76	0.007181364856
77	0.007030291397
78	0.006909558771
79	0.006729586567
80	0.006582215356
81	0.006440776026
82	0.006324133493
83	0.00617691088
84	0.006021257444
85	0.005910433608
86	0.005734831586
87	0.005605972386
88	0.005512060765
89	0.005384123717
90	0.005283710466
91	0.005163947506
92	0.005075873378
93	0.00497095707
94	0.004888477021
95	0.00479819417
96	0.004730062773
97	0.004640065512
98	0.004549691015
99	0.004472476027
100	0.004367023626
101	0.004314295312
102	0.004230784484
103	0.00418264982
104	0.004122388133
105	0.004071626277
106	0.004027338984
107	0.004003658813
108	0.003952200748
109	0.003933656324
110	0.003878471701
111	0.003851453213
112	0.003802872348
113	0.003755023712
114	0.003713237211
115	0.003667691812
116	0.003621738685
117	0.003600202727
118	0.003537363216
119	0.003489212555
120	0.003437718718
121	0.003382320794
122	0.003345567604
123	0.003321274663
124	0.003277970795
125	0.003234917702
126	0.003218401813
127	0.00317225818
128	0.003141520365
129	0.003097135242
130	0.003069022305
131	0.003051104331
132	0.003030213322
133	0.003010609391
134	0.002971069352
135	0.00294865619
136	0.002919198464
137	0.002886734489
138	0.002866474768
139	0.002838868923
140	0.002817092187
141	0.00278624772
142	0.002763128722
143	0.002732074572
144	0.002699576941
145	0.002676217845
146	0.002651972301
147	0.002638794535
148	0.002608487532
149	0.002582852174
150	0.002554364715
151	0.002554371358
152	0.002531525536
153	0.002517912337
154	0.002492590717
155	0.002460331838
156	0.002426123432
157	0.002398192009
158	0.002398198437
159	0.002385577223
160	0.0023570097
161	0.002342685835
162	0.002332551371
163	0.002332539967
164	0.002305229695
165	0.002295883758
166	0.002280084328
167	0.002258678512
168	0.002236165239
169	0.002216836412
170	0.002201614907
171	0.002176990657
172	0.002168022172
173	0.002147768447
174	0.002138583448
175	0.002115923842
176	0.002105707814
177	0.002087639154
178	0.002066728743
179	0.002057544797
180	0.002037260318
181	0.002020060638
182	0.002020000316
183	0.001998129631
184	0.001982513054
185	0.001966651832
186	0.001950467065
187	0.00195043029
188	0.00192660247
189	0.001926580692
190	0.001908098227
191	0.001908090396
192	0.001888997765
193	0.001888960604
194	0.001881214342
195	0.001881212861
196	0.001881133596
197	0.001881144144
198	0.001866350819
199	0.001866344381
