Metric,Value
ROC-AUC,0.7885714285714286
PR-AUC,0.841708478469847
Balanced Acc.,0.6892063492063492
Sensitivity,0.6984126984126984
Specificity,0.68
PPV,0.7333333333333333
NPV,0.6415094339622641
Kappa,0.3760845559236473
