Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6358,+0.0921,2.94e-01,1.00e+00,✗,✗
LightGBM,0.6401,+0.0877,2.51e-01,1.00e+00,✗,✗
NaiveBayes,0.6426,+0.0853,7.95e-01,1.00e+00,✗,✗
RandomForest,0.6662,+0.0617,3.49e-01,1.00e+00,✗,✗
GradientBoosting,0.6673,+0.0606,4.00e-01,1.00e+00,✗,✗
ExtraTrees,0.6694,+0.0585,1.02e-01,1.00e+00,✗,✗
SVM_RBF,0.7094,+0.0184,2.49e-01,1.00e+00,✗,✗
KNN,0.7099,+0.0179,8.41e-01,1.00e+00,✗,✗
LogisticRegression,0.7223,+0.0055,4.00e-01,1.00e+00,✗,✗
