Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
SVM_RBF,0.806031746031746,0.0569692026262523,0.7780952380952381,0.8443411704912884,0.0811845202526454,0.8311314816169346,0.7278011204481794,0.0708334631429237,0.7168141592920354,0.7198412698412697,0.058590030168729,0.715079365079365,0.7569696969696971,0.0614008491729161,0.7540983606557377,0.7558730158730158,0.1432073309301907,0.7301587301587301,0.7462243731935201,0.0821445328363731,0.7419354838709677,0.6838095238095239,0.1201227641125939,0.7,7.6,7.6,5.276362383309167,4,6.0,18
SVM_Linear,0.7880952380952381,0.0790609251247559,0.7603174603174604,0.8408748171994708,0.073423775165379,0.8199615040782928,0.7178011204481793,0.0705223504272477,0.7079646017699115,0.7098412698412698,0.0639277708757379,0.7092063492063492,0.7641125541125542,0.0536150987338562,0.7586206896551724,0.7215873015873016,0.1472913242182725,0.6984126984126984,0.7311833222904003,0.079674207258354,0.7272727272727273,0.6980952380952381,0.1347492842820045,0.72,7.6,7.6,5.276362383309167,4,6.0,18
LogisticRegression,0.7831746031746032,0.0788689253268493,0.7669841269841269,0.8392106470288875,0.0567091961477633,0.8207676945761426,0.7078011204481793,0.0756929608269296,0.6991150442477876,0.7055555555555555,0.0736767024762936,0.6992063492063492,0.7508158508158509,0.0582403626318749,0.7457627118644068,0.7273015873015873,0.1341148674906543,0.6984126984126984,0.7288552799623579,0.071610776587778,0.7213114754098361,0.6838095238095239,0.1201227641125939,0.7,7.6,7.6,5.276362383309167,4,6.0,18
GradientBoosting,0.7619047619047619,0.0304486896422854,0.7561904761904761,0.773116689022151,0.0808194411907566,0.770972963245401,0.7211344537815126,0.0810298641525051,0.7079646017699115,0.7098412698412699,0.0606514354639254,0.7092063492063492,0.7515909090909091,0.0825334893210273,0.7586206896551724,0.7168253968253968,0.1659033161358225,0.6984126984126984,0.7250227517820037,0.11058935522878,0.7272727272727273,0.7028571428571428,0.1050364368265817,0.72,7.6,7.6,5.276362383309167,4,6.0,18
ExtraTrees,0.7397619047619047,0.0592152850825052,0.7133333333333334,0.7898500726154275,0.1106760325528988,0.776870751527952,0.6661344537815126,0.0798718829715984,0.6548672566371682,0.6646031746031745,0.0786425043282857,0.6553968253968254,0.7096503496503497,0.1089387499005243,0.7068965517241379,0.673968253968254,0.1293104373839455,0.6507936507936508,0.6829928460999242,0.0967762784942084,0.6776859504132231,0.6552380952380952,0.1089571261037945,0.66,7.6,7.6,5.276362383309167,4,6.0,18
KNN,0.737281746031746,0.0964828216328917,0.7253968253968254,0.7644380655075591,0.0989604887713249,0.7385829422125374,0.7094677871148459,0.0735457418174254,0.6991150442477876,0.7059523809523809,0.06333114528583,0.7074603174603175,0.7849206349206349,0.0623993268306164,0.7843137254901961,0.6604761904761904,0.1575658888282848,0.6349206349206349,0.7046884888990151,0.0939446475387024,0.7017543859649122,0.7514285714285714,0.1389024029706484,0.78,7.6,7.6,5.276362383309167,4,6.0,18
RandomForest,0.7266269841269841,0.0952210963665493,0.7209523809523809,0.7564980864917838,0.1250666746684833,0.7447194262640898,0.6334173669467786,0.0891121276284938,0.6194690265486725,0.6133333333333333,0.0818571443961205,0.6174603174603175,0.6695415695415695,0.1227694667745562,0.6666666666666666,0.6523809523809524,0.1922798204505135,0.6349206349206349,0.6449973544973545,0.1343170940149913,0.6504065040650406,0.5742857142857143,0.2227400995048661,0.6,7.6,7.6,5.276362383309167,4,6.0,18
NaiveBayes,0.7136904761904762,0.1486181838654335,0.6079365079365079,0.7888651703119123,0.06543718785941,0.6728257010342462,0.5534173669467787,0.1122941326347186,0.5398230088495575,0.5476587301587301,0.1249597062796628,0.5171428571428571,0.6121152295603769,0.1360414564566891,0.569620253164557,0.7626984126984127,0.206233178612694,0.7142857142857143,0.6429803410448572,0.099843037099632,0.6338028169014085,0.3326190476190476,0.319476967682834,0.32,7.6,7.6,5.276362383309167,4,6.0,18
XGBoost,0.6921825396825396,0.0621730045059108,0.6853968253968256,0.7582451251905771,0.1158453029131705,0.756498931056321,0.620406162464986,0.0896637911646699,0.6283185840707964,0.5920238095238095,0.1060991492824426,0.6212698412698413,0.6401574895692543,0.1554132030891646,0.6615384615384615,0.6680952380952381,0.1512127842559913,0.6825396825396826,0.6488387096774193,0.1380704852493186,0.671875,0.5159523809523809,0.2228647739841207,0.56,7.6,7.6,5.276362383309167,4,6.0,18
LightGBM,0.6778174603174604,0.0754891247909472,0.6673015873015873,0.7270038803809852,0.1178146666264261,0.7147439046582542,0.5924089635854342,0.0280324359312671,0.5929203539823009,0.5835714285714285,0.0489712766940283,0.5936507936507937,0.6446753246753247,0.1209664796079201,0.6491228070175439,0.5928571428571429,0.086635263803144,0.5873015873015873,0.6102880890381878,0.0766312011001121,0.6166666666666667,0.5742857142857143,0.1568857926245638,0.6,7.6,7.6,5.276362383309167,4,6.0,18
