Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.09082425755950409,4
Post2_Morph_Compacity,Post2_Morph_Compacity,0.08166019645803085,2
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.06523852770530056,3
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05713539291114303,3
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.027025860245008075,2
Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.022405558535354426,2
ADC_Morph_SurfaceToVolumeRatio_cm,ADC_Morph_SurfaceToVolumeRatio_cm,0.01742270320392798,2
Post2_IB_MedianIntensity,Post2_IB_MedianIntensity,0.014506257346236295,2
Post2_IB_50thIntensityPercentile,Post2_IB_50thIntensityPercentile,0.014424795533326372,2
Post2_IH_IntensityHistogramMaximumGreyLevel_Intensity,Post2_IH_IntensityHistogramMaximumGreyLevel_Intensity,0.012300914915713316,2
Post2_IB_MaximumIntensity,Post2_IB_MaximumIntensity,0.01085414389176314,2
Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0.009226851194483472,2
Post2_GLCM_Correlation,Post2_GLCM_Correlation,0.0,2
