Metric,Value
ROC-AUC,0.6593195266272189
PR-AUC,0.7006137795992473
Balanced Acc.,0.6134615384615385
Sensitivity,0.7846153846153846
Specificity,0.4423076923076923
PPV,0.6375
NPV,0.6216216216216216
Kappa,0.23366336633663376
