Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.03136296039540178,2
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.025956238554271156,3
Post1_Morph_Compacity,Post1_Morph_Compacity,0.013566711254699462,2
ADC_Morph_Compactness2,ADC_Morph_Compactness2,0.012128637736647154,2
Pre_GLSZM_GreyLevelVariance,Pre_GLSZM_GreyLevelVariance,0.01051456952897817,2
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.0018525430054797947,2
