Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
XGBoost,0.6513,+0.0646,3.24e-02,1.00e+00,✓,✗
LightGBM,0.6600,+0.0559,1.16e-01,1.00e+00,✗,✗
GradientBoosting,0.6661,+0.0497,2.08e-01,1.00e+00,✗,✗
SVM_RBF,0.6692,+0.0467,5.01e-01,1.00e+00,✗,✗
KNN,0.6717,+0.0441,2.69e-01,1.00e+00,✗,✗
ExtraTrees,0.6849,+0.0309,2.39e-01,1.00e+00,✗,✗
RandomForest,0.6862,+0.0297,9.57e-02,1.00e+00,✗,✗
NaiveBayes,0.6935,+0.0224,4.52e-02,1.00e+00,✓,✗
SVM_Linear,0.7151,+0.0008,4.90e-02,1.00e+00,✓,✗
