Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
ExtraTrees,GradientBoosting,0.6959134615384615,0.5688100961538463,0.1271033653846152,3.0233581414031168,0.0024998620142661796,✓,✓,0.11249379064197808,✗
ExtraTrees,LogisticRegression,0.6959134615384615,0.5910456730769231,0.10486778846153832,2.768409989625385,0.005633054320712114,✓,✓,0.25348744443204513,✗
ExtraTrees,SVM_RBF,0.6959134615384615,0.5617487980769231,0.13416466346153832,2.6627245317136405,0.007751083852169714,✓,✓,0.34879877334763715,✗
ExtraTrees,SVM_Linear,0.6959134615384615,0.5677584134615385,0.1281550480769229,2.650840740935859,0.008029169162934058,✓,✓,0.3613126123320326,✗
ExtraTrees,LightGBM,0.6959134615384615,0.5889423076923077,0.10697115384615374,2.444827995754269,0.014492123890477986,✓,✗,0.6521455750715094,✗
RandomForest,GradientBoosting,0.6532451923076923,0.5688100961538463,0.08443509615384603,2.3810415698437555,0.017263763659255672,✓,✗,0.7768693646665052,✗
XGBoost,GradientBoosting,0.6550480769230769,0.5688100961538463,0.08623798076923062,2.064761023421889,0.03894561744365618,✓,✗,1.0,✗
KNN,GradientBoosting,0.6591045673076923,0.5688100961538463,0.09029447115384603,1.8082941840304174,0.07056072658181445,✗,✗,1.0,✗
RandomForest,SVM_RBF,0.6532451923076923,0.5617487980769231,0.09149639423076916,1.7366312661171284,0.08245227705712434,✗,✗,1.0,✗
RandomForest,LightGBM,0.6532451923076923,0.5889423076923077,0.06430288461538458,1.7232755672965585,0.08483870393586103,✗,✗,1.0,✗
RandomForest,SVM_Linear,0.6532451923076923,0.5677584134615385,0.08548677884615374,1.675264156022705,0.09388241483994204,✗,✗,1.0,✗
XGBoost,SVM_RBF,0.6550480769230769,0.5617487980769231,0.09329927884615374,1.6715904065161689,0.09460511781173603,✗,✗,1.0,✗
KNN,SVM_RBF,0.6591045673076923,0.5617487980769231,0.09735576923076916,1.6541474593385876,0.09809755516235251,✗,✗,1.0,✗
KNN,SVM_Linear,0.6591045673076923,0.5677584134615385,0.09134615384615374,1.6455791289929735,0.09985043903447546,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.6959134615384615,0.6213942307692308,0.07451923076923062,1.590479446209822,0.11172677501565782,✗,✗,1.0,✗
XGBoost,SVM_Linear,0.6550480769230769,0.5677584134615385,0.08728966346153832,1.5318326896614458,0.12556372702098872,✗,✗,1.0,✗
XGBoost,LightGBM,0.6550480769230769,0.5889423076923077,0.06610576923076916,1.4775136230896624,0.1395380092590206,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6959134615384615,0.6532451923076923,0.04266826923076916,1.4593114797409508,0.1444793972009603,✗,✗,1.0,✗
RandomForest,LogisticRegression,0.6532451923076923,0.5910456730769231,0.06219951923076916,1.403848570302407,0.1603639471393009,✗,✗,1.0,✗
KNN,LogisticRegression,0.6591045673076923,0.5910456730769231,0.06805889423076916,1.279424769249804,0.2007475160928779,✗,✗,1.0,✗
KNN,LightGBM,0.6591045673076923,0.5889423076923077,0.07016225961538458,1.2738895299910125,0.20270256948643106,✗,✗,1.0,✗
XGBoost,LogisticRegression,0.6550480769230769,0.5910456730769231,0.06400240384615374,1.231266287531283,0.2182232863171173,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.6959134615384615,0.6550480769230769,0.04086538461538458,1.0216464780399241,0.30694825132319237,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.5677584134615385,0.6213942307692308,-0.05363581730769229,-0.9389812459311654,0.34774037322653684,✗,✗,1.0,✗
NaiveBayes,SVM_RBF,0.6213942307692308,0.5617487980769231,0.05964543269230771,0.9274236809406811,0.35370660008050014,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6213942307692308,0.5688100961538463,0.05258413461538458,0.9101100958877305,0.362764450753987,✗,✗,1.0,✗
ExtraTrees,KNN,0.6959134615384615,0.6591045673076923,0.03680889423076916,0.886610813012859,0.37528847023883305,✗,✗,1.0,✗
